year,team,recruiting_avg,recruiting_points,overall_avg,overall_points,transfer_avg,transfer_points
2026,missouri state,82.49,149.44,83.2,158.99,83.8,9.55
2026,montana,82.43,80.74,83.88,83.15,86.0,2.41
2026,montana state,83.36,142.34,78.97,142.34,,
2026,morgan state,,,27.67,1.43,83.0,1.43
2026,murray state,85.38,74.36,77.62,74.36,,
2026,navy,83.81,110.55,83.81,110.55,,
2026,nc state,86.94,210.08,86.61,230.09,86.15,20.01
2026,nebraska,88.55,173.82,87.37,196.5,86.56,22.68
2026,nevada,83.6,177.99,83.76,183.4,84.0,5.41
2026,new hampshire,,,48.0,1.03,80.0,1.03
2026,new mexico,83.89,177.66,83.83,185.19,83.71,7.53
2026,new mexico state,83.69,119.17,83.8,128.89,83.85,9.72
2026,nicholls,84.22,42.26,65.51,42.26,,
2026,norfolk state,,,33.2,1.43,83.0,1.43
2026,north alabama,82.0,23.93,83.17,25.56,84.0,1.63
2026,north carolina,88.33,247.7,87.55,266.85,86.0,19.15
2026,north carolina a&t,88.0,18.0,44.0,18.0,,
2026,north carolina central,,,41.75,3.0,83.5,3.0
2026,north dakota,82.56,60.84,82.48,62.12,82.0,1.28
2026,north dakota state,84.21,167.6,84.34,169.55,85.0,1.95
2026,north texas,83.91,128.04,84.3,141.92,84.39,13.88
2026,northern arizona,82.54,127.93,82.8,133.88,83.4,5.95
2026,northern colorado,85.67,31.24,59.97,31.24,,
2026,northern illinois,83.89,181.64,83.83,189.06,83.71,7.42
2026,northwestern,86.74,204.95,86.33,225.72,85.75,20.77
2026,northwestern state,81.75,23.43,40.88,23.43,,
2026,notre dame,91.91,299.28,91.98,342.42,92.29,43.14
2026,ohio,84.85,172.13,84.05,179.55,83.33,7.42
2026,ohio state,91.9,301.23,90.54,346.32,88.24,45.09
2026,oklahoma,89.43,252.55,88.56,286.45,87.19,33.9
2026,oklahoma state,85.92,190.27,85.94,234.51,85.94,44.24
2026,old dominion,83.26,176.22,83.43,185.61,83.75,9.39
2026,ole miss,88.8,236.72,88.43,294.2,88.14,57.48
2026,oregon,92.86,303.22,90.91,334.64,87.31,31.42
2026,oregon state,85.26,176.27,84.82,189.04,84.45,12.77
2026,penn state,87.75,194.39,87.08,238.76,86.81,44.37
2026,pennsylvania,83.5,53.11,83.5,53.11,,
2026,pittsburgh,87.67,214.09,86.42,226.83,84.79,12.74
2026,portland state,84.13,92.18,83.79,94.66,82.5,2.48
2026,prairie view a&m,82.13,47.66,82.5,51.94,83.33,4.28
2026,presbyterian,80.0,10.0,80.0,10.0,,
2026,princeton,82.0,35.7,82.0,35.7,,
2026,professional,,,,,87.0,2.99
2026,purdue,86.44,203.29,86.07,225.61,85.76,22.32
2026,rhode island,84.39,56.44,38.36,56.44,,
2026,rice,84.05,175.77,83.73,184.3,83.33,8.53
2026,richmond,85.78,15.78,77.98,15.78,,
2026,robert morris,,,81.5,2.28,81.5,2.28
2026,rutgers,87.74,217.39,86.74,230.48,85.2,13.09
2026,sacramento state,81.56,143.23,83.03,151.73,84.67,8.5
2026,sam houston,83.24,158.55,83.56,169.13,83.81,10.58
2026,samford,84.67,43.62,67.73,43.62,,
2026,san diego,80.0,10.0,80.0,10.0,,
2026,san diego state,84.94,184.04,84.72,197.16,84.52,13.12
2026,san jose state,84.55,156.93,84.19,167.82,83.93,10.89
2026,savannah state,85.5,30.91,85.5,30.91,,
2026,smu,88.26,225.82,87.58,248.8,86.6,22.98
2026,south alabama,84.21,185.78,83.73,190.98,82.33,5.2
2026,south carolina,90.57,254.23,88.21,287.58,86.52,33.35
2026,south carolina state,,,53.33,1.03,80.0,1.03
2026,south dakota,82.25,48.03,82.91,51.62,85.0,3.59
2026,south dakota state,84.87,71.9,84.73,74.71,83.5,2.81
2026,southeastern louisiana,83.26,39.43,83.34,41.06,84.0,1.63
2026,southern,80.44,77.8,81.07,79.75,85.0,1.95
2026,southern miss,82.79,168.44,83.66,179.92,84.16,11.48
2026,southwest mississippi c.c.,,,,,85.0,1.95
2026,stanford,87.68,218.95,87.16,227.46,85.17,8.51
2026,stephen f. austin,83.93,90.81,84.52,95.76,85.0,4.95
2026,stony brook,,,35.14,1.28,82.0,1.28
2026,syracuse,87.41,224.59,86.8,240.69,85.89,16.1
2026,tarleton state,85.5,15.5,84.66,23.75,84.38,8.25
2026,tcu,87.53,212.6,86.88,227.76,85.75,15.16
2026,temple,85.06,192.09,84.61,202.7,83.94,10.61
2026,tennessee,90.66,290.71,89.03,324.37,86.62,33.66
2026,tennessee state,82.5,12.5,83.39,15.8,84.5,3.3
2026,tennessee tech,,,76.96,6.88,83.38,6.88
2026,texas,91.25,290.72,90.09,346.91,88.63,56.19
2026,texas a&m,91.94,283.13,90.17,323.99,87.61,40.86
2026,texas southern,86.89,16.89,86.42,18.84,85.0,1.95
2026,texas state,85.1,187.81,84.81,197.46,84.45,9.65
2026,texas tech,89.34,250.26,88.32,292.92,87.25,42.66
2026,texas-rio grande valley,83.5,13.5,,,84.0,1.63
2026,the citadel,,,28.33,1.95,85.0,1.95
2026,toledo,84.36,161.39,83.76,170.66,83.5,9.27
2026,towson,85.09,44.84,85.09,44.84,,
2026,troy,84.34,186.33,84.15,192.7,83.67,6.37
2026,tulane,86.11,192.92,84.98,202.51,83.91,9.59
2026,tulsa,84.8,176.9,84.64,189.13,84.5,12.23
2026,uab,83.54,132.28,83.77,143.96,83.84,11.68
2026,uc davis,82.73,117.36,83.27,119.31,85.0,1.95
2026,ucf,87.35,194.3,85.74,208.99,84.9,14.69
2026,ucla,86.33,194.93,86.02,221.06,85.88,26.13
2026,uconn,85.41,171.97,84.56,184.57,84.31,12.6
2026,ul monroe,81.63,155.82,82.59,166.14,83.8,10.32
2026,unlv,85.37,196.95,85.29,209.08,85.18,12.13
2026,usc,91.97,310.67,91.03,340.74,87.75,30.07
2026,usf,85.51,179.91,85.27,196.62,85.16,16.71
2026,ut martin,86.67,49.51,86.3,53.1,85.0,3.59
2026,utah,88.49,226.89,87.41,246.65,86.06,19.76
2026,utah state,84.7,175.66,84.02,185.18,83.59,9.52
2026,utah tech,82.93,94.83,83.19,98.13,84.5,3.3
2026,utep,84.12,180.4,83.9,188.29,83.63,7.89
2026,utsa,84.74,182.0,84.51,192.59,84.27,10.59
2026,vanderbilt,88.47,225.43,87.53,246.88,86.38,21.45
2026,villanova,83.6,65.77,83.6,65.77,,
2026,virginia,86.38,171.82,86.17,194.13,86.07,22.31
2026,virginia tech,88.37,226.24,87.35,260.7,86.52,34.46
2026,wagner,,,42.0,1.63,84.0,1.63
2026,wake forest,87.07,217.86,86.31,232.55,85.38,14.69
2026,washington,89.67,261.88,88.44,281.4,86.08,19.52
2026,washington state,84.34,140.77,84.88,154.49,85.13,13.72
2026,weber state,81.68,85.27,73.51,85.27,,
2026,west georgia,84.74,95.93,83.96,98.41,82.0,2.48
2026,west virginia,86.96,229.51,86.25,246.24,85.24,16.73
2026,western carolina,85.3,45.43,83.6,48.94,82.33,3.51
2026,western illinois,84.0,14.0,74.12,14.0,,
2026,western kentucky,84.72,183.1,84.34,192.66,83.87,9.56
2026,western michigan,83.57,169.04,83.36,176.56,83.13,7.52
2026,william & mary,84.0,14.0,84.0,14.0,,
2026,wisconsin,87.49,189.24,86.3,208.41,85.76,19.17
2026,wofford,85.44,60.53,85.2,61.96,83.0,1.43
2026,wyoming,83.36,167.25,83.08,175.31,82.75,8.06
2026,yale,83.0,13.0,83.0,13.0,,
2026,youngstown state,86.0,16.0,85.43,19.0,83.5,3.0
2027,alabama,91.28,83.53,91.28,83.53,,
2027,appalachian state,86.39,32.69,86.39,32.69,,
2027,arizona,85.5,30.91,85.5,30.91,,
2027,arizona state,89.3,57.37,89.3,57.37,,
2027,arkansas,85.0,15.0,85.0,15.0,,
2027,auburn,91.66,43.22,91.66,43.22,,
2027,baylor,87.96,70.43,87.96,70.43,,
2027,boise state,87.0,17.0,87.0,17.0,,
2027,boston college,86.25,92.53,86.25,92.53,,
2027,california,86.17,48.04,86.17,48.04,,
2027,cincinnati,86.25,32.4,86.25,32.4,,
2027,clemson,90.42,116.78,90.42,116.78,,
2027,colorado,87.0,17.0,87.0,17.0,,
2027,columbia,84.0,14.0,84.0,14.0,,
2027,delaware state,83.0,13.0,83.0,13.0,,
2027,duke,88.0,18.0,88.0,18.0,,
2027,fiu,85.5,30.91,85.5,30.91,,
2027,florida,92.49,66.85,92.49,66.85,,
2027,florida state,89.1,92.59,89.1,92.59,,
2027,fresno state,84.0,14.0,84.0,14.0,,
2027,georgia,93.46,134.67,93.46,134.67,,
2027,georgia state,84.0,14.0,84.0,14.0,,
2027,houston,86.25,32.41,86.25,32.41,,
2027,illinois,92.34,44.56,92.34,44.56,,
2027,indiana,89.3,75.7,89.3,75.7,,
2027,iowa,88.5,54.95,88.5,54.95,,
2027,iowa state,87.5,17.5,87.5,17.5,,
2027,kansas,87.0,33.9,87.0,33.9,,
2027,kansas state,87.25,34.4,87.25,34.4,,
2027,kentucky,88.0,35.9,88.0,35.9,,
2027,louisville,89.87,129.77,89.87,129.77,,
2027,lsu,97.54,54.91,97.54,54.91,,
2027,maryland,86.0,16.0,86.0,16.0,,
2027,miami (fl),91.09,102.3,91.09,102.3,,
2027,michigan,89.29,57.37,89.29,57.37,,
2027,michigan state,86.75,33.4,86.75,33.4,,
2027,minnesota,87.04,97.42,87.04,97.42,,
2027,mississippi state,87.17,50.98,87.17,50.98,,
2027,missouri,87.48,51.93,87.48,51.93,,
2027,montana state,83.0,13.0,83.0,13.0,,
2027,nc state,89.06,74.83,89.06,74.83,,
2027,nebraska,91.32,122.2,91.32,122.2,,
2027,nevada,80.0,10.0,80.0,10.0,,
2027,new mexico,85.5,15.5,85.5,15.5,,
2027,north carolina,88.2,54.15,88.2,54.15,,
2027,northwestern,86.88,66.14,86.88,66.14,,
2027,notre dame,91.92,144.64,91.92,144.64,,
2027,ohio state,93.41,188.74,93.41,188.74,,
2027,oklahoma,92.39,276.04,92.39,276.04,,
2027,old dominion,82.5,12.5,82.5,12.5,,
2027,ole miss,92.01,86.54,92.01,86.54,,
2027,oregon,90.85,100.97,90.85,100.97,,
2027,pittsburgh,85.93,62.62,85.93,62.62,,
2027,purdue,84.5,14.5,84.5,14.5,,
2027,rutgers,87.0,17.0,87.0,17.0,,
2027,sacramento state,84.2,68.64,84.2,68.64,,
2027,san diego state,84.17,42.1,84.17,42.1,,
2027,smu,89.46,38.82,89.46,38.82,,
2027,south alabama,83.0,13.0,83.0,13.0,,
2027,south carolina,93.12,46.1,93.12,46.1,,
2027,syracuse,86.36,106.37,86.36,106.37,,
2027,tcu,87.0,17.0,87.0,17.0,,
2027,tennessee,89.94,78.29,89.94,78.29,,
2027,texas,90.86,119.38,90.86,119.38,,
2027,texas a&m,94.81,215.06,94.81,215.06,,
2027,texas tech,97.2,106.71,97.2,106.71,,
2027,tulane,83.0,13.0,83.0,13.0,,
2027,ucf,87.0,17.0,87.0,17.0,,
2027,ucla,85.75,31.41,85.75,31.41,,
2027,unlv,83.25,52.07,83.25,52.07,,
2027,usc,93.13,90.89,93.13,90.89,,
2027,usf,87.5,17.5,87.5,17.5,,
2027,utah,84.5,14.5,84.5,14.5,,
2027,vanderbilt,92.7,45.28,92.7,45.28,,
2027,virginia,87.0,110.68,87.0,110.68,,
2027,wake forest,85.5,30.91,85.5,30.91,,
2027,washington,87.67,128.85,87.67,128.85,,
2027,wisconsin,88.6,72.98,88.6,72.98,,
2027,wyoming,84.0,14.0,84.0,14.0,,
2028,arizona,87.0,17.0,87.0,17.0,,
2028,boston college,88.0,18.0,88.0,18.0,,
2028,georgia,99.65,29.65,99.65,29.65,,
2028,ohio state,98.31,56.45,98.3,56.43,,
2028,oklahoma,97.9,27.9,97.9,27.9,,
2028,penn state,89.0,19.0,89.0,19.0,,
2028,purdue,88.5,18.5,88.5,18.5,,
