year,team,recruiting_avg,recruiting_points,overall_avg,overall_points,transfer_avg,transfer_points
2019,san diego state,81.65,152.06,,,,
2019,san jose state,80.05,122.68,,,,
2019,smu,83.27,171.37,,,,
2019,south alabama,78.4,122.91,,,,
2019,south carolina,89.21,244.36,,,,
2019,south dakota,78.3,24.64,,,,
2019,south dakota state,76.0,17.91,,,,
2019,southeast missouri state,82.44,24.83,,,,
2019,southeastern louisiana,80.35,30.77,,,,
2019,southern,83.04,51.25,,,,
2019,southern illinois,76.98,40.71,,,,
2019,southern miss,81.53,159.8,,,,
2019,southern utah,80.19,58.39,,,,
2019,stanford,88.39,244.61,,,,
2019,stephen f. austin,80.87,115.17,,,,
2019,stony brook,82.4,36.85,,,,
2019,syracuse,85.58,196.42,,,,
2019,tarleton state,75.0,5.0,,,,
2019,tcu,86.91,221.79,,,,
2019,temple,81.63,138.92,,,,
2019,tennessee,90.67,270.32,,,,
2019,tennessee state,82.08,47.47,,,,
2019,tennessee tech,75.0,5.0,,,,
2019,texas,91.36,288.69,,,,
2019,texas a&m,91.05,285.7,,,,
2019,texas southern,81.74,56.83,,,,
2019,texas state,79.75,111.29,,,,
2019,texas tech,84.58,181.87,,,,
2019,the citadel,78.72,17.39,,,,
2019,toledo,83.19,165.78,,,,
2019,troy,82.16,161.89,,,,
2019,tulane,81.64,145.69,,,,
2019,tulsa,80.23,134.88,,,,
2019,uab,81.47,162.79,,,,
2019,uc davis,80.28,90.3,,,,
2019,ucf,84.56,183.87,,,,
2019,ucla,85.99,203.36,,,,
2019,uconn,80.95,128.44,,,,
2019,ul monroe,79.79,125.86,,,,
2019,unlv,80.88,138.87,,,,
2019,usc,88.81,244.63,,,,
2019,usf,83.53,163.65,,,,
2019,ut martin,79.56,55.16,,,,
2019,utah,86.47,200.86,,,,
2019,utah state,81.4,152.95,,,,
2019,utah tech,79.79,38.59,,,,
2019,utep,78.51,133.31,,,,
2019,utsa,81.16,143.61,,,,
2019,vanderbilt,84.85,186.66,,,,
2019,villanova,80.68,41.96,,,,
2019,virginia,86.06,204.97,,,,
2019,virginia tech,87.69,227.09,,,,
2019,wake forest,84.97,186.59,,,,
2019,washington,90.36,260.26,,,,
2019,washington state,84.7,178.29,,,,
2019,weber state,80.0,39.34,,,,
2019,west georgia,80.36,50.65,,,,
2019,west virginia,86.06,195.63,,,,
2019,western carolina,80.75,70.8,,,,
2019,western kentucky,81.28,155.66,,,,
2019,western michigan,81.28,150.65,,,,
2019,william & mary,78.03,16.01,,,,
2019,wisconsin,88.21,223.14,,,,
2019,wofford,76.36,31.11,,,,
2019,wyoming,80.43,142.52,,,,
2019,yale,80.15,115.22,,,,
2019,youngstown state,81.67,23.27,,,,
2020,air force,80.05,144.45,,,,
2020,akron,80.47,134.45,,,,
2020,alabama,93.66,310.49,,,,
2020,alabama a&m,78.17,16.29,,,,
2020,alabama state,84.78,14.78,,,,
2020,albany,83.0,13.0,,,,
2020,alcorn state,82.67,12.67,,,,
2020,appalachian state,82.87,158.26,,,,
2020,arizona,83.98,178.56,,,,
2020,arizona state,88.32,234.08,,,,
2020,arkansas,86.51,216.31,,,,
2020,arkansas state,82.01,154.69,,,,
2020,arkansas-pine bluff,78.5,16.96,,,,
2020,army,79.45,141.55,,,,
2020,auburn,91.11,276.49,,,,
2020,austin peay,79.47,37.22,,,,
2020,ball state,80.43,135.67,,,,
2020,baylor,85.84,186.72,,,,
2020,boise state,84.67,173.83,,,,
2020,boston college,85.14,175.73,,,,
2020,bowling green,81.14,158.43,,,,
2020,brown,77.3,28.92,,,,
2020,bryant,80.03,20.0,,,,
2020,bucknell,80.18,20.31,,,,
2020,buffalo,80.07,117.56,,,,
2020,byu,82.46,163.85,,,,
2020,cal poly,80.95,95.32,,,,
2020,california,85.86,198.16,,,,
2020,campbell,81.04,32.78,,,,
2020,central arkansas,82.97,62.65,,,,
2020,central connecticut state,78.0,8.0,,,,
2020,central michigan,80.56,142.65,,,,
2020,charleston southern,79.56,9.56,,,,
2020,charlotte,82.29,168.17,,,,
2020,chattanooga,81.56,11.56,,,,
2020,cincinnati,85.65,198.82,,,,
2020,clemson,93.56,309.9,,,,
2020,coastal carolina,81.83,150.26,,,,
2020,colgate,75.0,5.0,,,,
2020,colorado,85.94,205.66,,,,
2020,colorado state,82.17,149.56,,,,
2020,columbia,80.87,62.14,,,,
2020,cornell,78.0,15.95,,,,
2020,dartmouth,81.48,65.72,,,,
2020,davidson,81.0,43.2,,,,
2020,delaware,80.24,20.42,,,,
2020,delaware state,80.0,10.0,,,,
2020,duke,85.41,175.71,,,,
2020,east carolina,82.75,168.17,,,,
2020,east tennessee state,79.24,36.33,,,,
2020,east texas a&m,82.0,12.0,,,,
2020,eastern illinois,78.99,44.06,,,,
2020,eastern kentucky,80.62,60.97,,,,
2020,eastern michigan,80.72,147.55,,,,
2020,eastern washington,79.58,118.6,,,,
2020,elon,82.56,37.34,,,,
2020,fiu,82.87,166.37,,,,
2020,florida,90.94,273.97,,,,
2020,florida a&m,79.48,28.36,,,,
2020,florida atlantic,83.8,170.25,,,,
2020,florida state,88.22,240.39,,,,
2020,fordham,81.0,11.0,,,,
2020,fresno state,82.43,149.15,,,,
2020,furman,78.13,53.6,,,,
2020,gardner-webb,81.85,67.88,,,,
2020,georgetown,78.49,41.07,,,,
2020,georgia,93.08,313.48,,,,
2020,georgia southern,81.49,149.97,,,,
2020,georgia state,82.84,144.29,,,,
2020,georgia tech,87.5,225.23,,,,
2020,grambling state,79.79,38.86,,,,
2020,grand valley state,73.33,19.83,,,,
2020,hampton,81.67,23.28,,,,
2020,harvard,80.67,78.14,,,,
2020,hawaii,80.59,134.5,,,,
2020,holy cross,78.73,42.48,,,,
2020,houston,83.98,169.07,,,,
2020,houston christian,80.5,20.96,,,,
2020,idaho,78.2,97.0,,,,
2020,idaho state,80.4,50.3,,,,
2020,illinois,84.35,161.78,,,,
2020,illinois state,78.65,56.84,,,,
2020,indiana,85.36,181.46,,,,
2020,indiana state,77.61,22.64,,,,
2020,iowa,86.79,207.74,,,,
2020,iowa state,85.42,195.01,,,,
2020,jackson state,77.0,7.0,,,,
2020,jacksonville state,81.53,34.41,,,,
2020,james madison,79.33,53.91,,,,
2020,kansas,84.28,183.14,,,,
2020,kansas state,84.73,186.6,,,,
2020,kennesaw state,81.34,55.24,,,,
2020,kent state,81.26,144.67,,,,
2020,kentucky,88.67,232.42,,,,
2020,lafayette,77.0,7.0,,,,
2020,lamar,82.33,24.61,,,,
2020,lehigh,77.0,7.0,,,,
2020,liberty,81.09,155.98,,,,
2020,louisiana,83.25,162.14,,,,
2020,louisiana tech,83.22,165.74,,,,
2020,louisville,85.9,199.14,,,,
2020,lsu,93.39,299.07,,,,
2020,maine,81.41,11.41,,,,
2020,marist,76.33,6.33,,,,
2020,marshall,81.2,151.9,,,,
2020,maryland,85.95,213.34,,,,
2020,massachusetts,81.63,148.9,,,,
2020,mcneese,82.0,35.71,,,,
2020,memphis,84.46,174.43,,,,
2020,mercer,80.06,20.05,,,,
2020,miami (fl),90.29,256.78,,,,
2020,miami (oh),81.73,154.71,,,,
2020,michigan,90.81,263.84,,,,
2020,michigan state,86.07,199.25,,,,
2020,middle tennessee,82.21,153.56,,,,
2020,minnesota,86.15,203.29,,,,
2020,mississippi state,87.84,223.59,,,,
2020,missouri,86.12,186.63,,,,
2020,missouri state,80.15,39.83,,,,
2020,montana,78.97,51.44,,,,
2020,montana state,80.33,102.77,,,,
2020,morgan state,84.02,41.7,,,,
2020,murray state,81.02,32.85,,,,
2020,navy,79.03,130.1,,,,
2020,nc state,86.01,198.72,,,,
2020,nebraska,88.55,245.98,,,,
2020,nevada,80.34,136.79,,,,
2020,new hampshire,81.17,11.17,,,,
2020,new mexico,80.96,148.25,,,,
2020,new mexico state,79.78,122.42,,,,
2020,nicholls,83.11,51.36,,,,
2020,north carolina,89.15,258.88,,,,
2020,north carolina a&t,80.07,20.1,,,,
2020,north carolina central,81.74,34.89,,,,
2020,north dakota,74.44,13.33,,,,
2020,north dakota state,77.73,78.08,,,,
2020,north texas,83.77,170.22,,,,
2020,northern arizona,80.04,86.58,,,,
2020,northern colorado,79.42,36.98,,,,
2020,northern illinois,81.11,155.35,,,,
2020,northern iowa,79.42,70.93,,,,
2020,northwestern,86.83,194.21,,,,
2020,northwestern state,80.42,20.78,,,,
2020,notre dame,90.92,252.48,,,,
2020,ohio,80.56,119.88,,,,
2020,ohio state,91.93,295.38,,,,
2020,oklahoma,90.64,261.3,,,,
2020,oklahoma state,85.79,199.21,,,,
2020,old dominion,81.62,151.44,,,,
2020,ole miss,87.52,206.9,,,,
2020,oregon,90.44,261.3,,,,
2020,oregon state,85.3,186.31,,,,
2020,penn state,89.8,257.63,,,,
2020,pennsylvania,81.5,56.02,,,,
2020,pittsburgh,86.44,196.78,,,,
2020,portland state,79.6,46.6,,,,
2020,prairie view a&m,83.69,27.31,,,,
2020,princeton,81.57,107.68,,,,
2020,purdue,86.78,212.5,,,,
2020,rhode island,85.01,58.87,,,,
2020,rice,82.64,152.3,,,,
2020,richmond,80.0,10.0,,,,
2020,rutgers,84.58,176.88,,,,
2020,sacramento state,82.33,90.94,,,,
2020,sam houston,83.56,27.03,,,,
2020,samford,81.61,34.52,,,,
2020,san diego,79.5,18.94,,,,
2020,san diego state,82.25,154.29,,,,
2020,san jose state,81.19,138.46,,,,
2020,smu,84.59,169.78,,,,
2020,south alabama,81.58,147.48,,,,
2020,south carolina,88.87,251.91,,,,
2020,south carolina state,79.33,9.33,,,,
2020,south dakota,79.85,39.0,,,,
2020,south dakota state,81.08,22.11,,,,
2020,southeast missouri state,82.91,38.43,,,,
2020,southeastern louisiana,81.83,46.54,,,,
2020,southern,83.52,40.22,,,,
2020,southern illinois,75.5,21.8,,,,
2020,southern miss,82.59,165.85,,,,
2020,southern utah,79.29,60.62,,,,
2020,stanford,87.43,241.34,,,,
2020,stephen f. austin,83.74,78.61,,,,
2020,stony brook,81.69,23.31,,,,
2020,syracuse,84.36,182.1,,,,
2020,tarleton state,87.0,17.0,,,,
2020,tcu,88.92,241.44,,,,
2020,temple,82.53,149.04,,,,
2020,tennessee,90.15,263.23,,,,
2020,tennessee state,82.8,93.56,,,,
2020,tennessee tech,80.5,20.94,,,,
2020,texas,91.87,273.72,,,,
2020,texas a&m,91.33,290.16,,,,
2020,texas southern,79.0,9.0,,,,
2020,texas state,81.85,149.86,,,,
2020,texas tech,85.45,191.98,,,,
2020,the citadel,76.33,6.33,,,,
2020,toledo,83.53,168.78,,,,
2020,towson,81.67,11.67,,,,
2020,troy,81.71,161.59,,,,
2020,tulane,83.67,169.38,,,,
2020,tulsa,81.66,140.59,,,,
2020,uab,82.54,155.1,,,,
2020,uc davis,79.92,106.7,,,,
2020,ucf,84.18,167.0,,,,
2020,ucla,87.27,211.97,,,,
2020,uconn,80.84,138.5,,,,
2020,ul monroe,80.87,136.27,,,,
2020,unlv,81.98,164.53,,,,
2020,usc,87.52,181.23,,,,
2020,usf,83.42,146.07,,,,
2020,ut martin,82.06,24.04,,,,
2020,utah,86.82,215.71,,,,
2020,utah state,80.6,134.56,,,,
2020,utah tech,80.13,74.22,,,,
2020,utep,78.51,117.89,,,,
2020,utsa,82.84,154.97,,,,
2020,vanderbilt,85.06,186.18,,,,
2020,villanova,82.12,69.71,,,,
2020,virginia,86.51,189.24,,,,
2020,virginia military institute,80.22,20.39,,,,
2020,virginia tech,85.31,166.34,,,,
2020,wake forest,83.93,177.93,,,,
2020,washington,88.44,256.38,,,,
2020,washington state,84.52,184.41,,,,
2020,weber state,78.5,33.37,,,,
2020,west virginia,86.81,204.17,,,,
2020,western carolina,80.02,29.81,,,,
2020,western illinois,78.0,23.8,,,,
2020,western kentucky,81.73,160.72,,,,
2020,western michigan,82.65,156.48,,,,
2020,wisconsin,88.1,228.15,,,,
2020,wofford,79.75,19.46,,,,
2020,wyoming,80.75,141.13,,,,
2020,yale,79.63,84.71,,,,
2020,youngstown state,84.06,28.04,,,,
2021,air force,79.5,145.55,,,,
2021,akron,80.09,116.78,,,,
2021,alabama,95.07,327.8,,,,
2021,alabama a&m,86.0,16.0,,,,
2021,albany,77.33,7.33,,,,
2021,appalachian state,83.17,165.83,,,,
2021,arizona,83.88,162.43,,,,
2021,arizona state,87.77,183.94,,,,
2021,arkansas,87.54,216.89,,,,
2021,arkansas state,83.15,140.34,,,,
2021,army,79.26,131.88,,,,
2021,auburn,88.52,226.67,,,,
2021,austin peay,82.5,81.58,,,,
2021,ball state,81.32,144.61,,,,
2021,baylor,86.99,200.02,,,,
2021,bethune-cookman,80.07,10.07,,,,
2021,boise state,84.77,169.43,,,,
2021,boston college,85.7,205.24,,,,
2021,bowling green,81.19,137.44,,,,
2021,brown,77.83,15.62,,,,
2021,buffalo,82.5,141.42,,,,
2021,byu,84.13,165.73,,,,
2021,cal poly,79.56,62.55,,,,
2021,california,87.41,212.04,,,,
2021,campbell,76.83,6.83,,,,
2021,central arkansas,85.57,31.06,,,,
2021,central michigan,81.78,150.03,,,,
2021,charleston southern,79.81,19.56,,,,
2021,charlotte,81.68,135.66,,,,
2021,chattanooga,82.17,12.17,,,,
2021,cincinnati,85.61,194.99,,,,
2021,clemson,94.05,291.17,,,,
2021,coastal carolina,83.12,158.45,,,,
2021,colorado,84.25,172.66,,,,
2021,colorado state,82.12,148.49,,,,
2021,columbia,79.19,18.33,,,,
2021,duke,85.63,180.21,,,,
2021,duquesne,82.48,12.48,,,,
2021,east carolina,83.51,142.87,,,,
2021,east tennessee state,82.17,12.17,,,,
2021,eastern michigan,81.42,143.38,,,,
2021,eastern washington,79.97,48.22,,,,
2021,elon,77.83,7.83,,,,
2021,fiu,83.09,155.25,,,,
2021,florida,90.51,264.13,,,,
2021,florida a&m,83.82,27.57,,,,
2021,florida atlantic,82.99,154.36,,,,
2021,florida state,88.79,217.08,,,,
2021,fordham,79.0,9.0,,,,
2021,fresno state,83.94,166.11,,,,
2021,gardner-webb,78.94,8.94,,,,
2021,georgetown,79.23,36.26,,,,
2021,georgia,93.59,294.8,,,,
2021,georgia southern,81.52,146.75,,,,
2021,georgia state,82.53,138.15,,,,
2021,georgia tech,86.6,193.62,,,,
2021,grambling state,82.46,24.85,,,,
2021,harvard,82.4,71.23,,,,
2021,hawaii,82.59,109.53,,,,
2021,holy cross,80.17,10.17,,,,
2021,houston,84.94,153.24,,,,
2021,houston christian,81.15,11.15,,,,
2021,howard,79.22,27.39,,,,
2021,idaho,79.48,62.89,,,,
2021,illinois,84.49,165.76,,,,
2021,incarnate word,82.86,50.41,,,,
2021,indiana,86.95,181.32,,,,
2021,iowa,88.08,217.01,,,,
2021,iowa state,85.28,179.4,,,,
2021,jackson state,86.49,189.36,,,,
2021,jacksonville state,87.26,17.26,,,,
2021,james madison,81.44,55.33,,,,
2021,kansas,84.67,174.63,,,,
2021,kansas state,85.83,180.66,,,,
2021,kennesaw state,80.59,31.48,,,,
2021,kent state,81.1,122.79,,,,
2021,kentucky,87.44,208.1,,,,
2021,lafayette,80.17,10.17,,,,
2021,lamar,83.55,40.26,,,,
2021,lehigh,84.78,14.78,,,,
2021,liberty,82.37,128.38,,,,
2021,liu,80.67,10.67,,,,
2021,louisiana,83.9,167.64,,,,
2021,louisiana tech,83.71,127.09,,,,
2021,louisville,86.26,200.85,,,,
2021,lsu,92.89,295.97,,,,
2021,maine,82.93,12.93,,,,
2021,marshall,82.56,117.91,,,,
2021,maryland,87.65,232.64,,,,
2021,massachusetts,80.82,122.22,,,,
2021,mcneese,83.67,13.67,,,,
2021,memphis,85.17,191.73,,,,
2021,miami (fl),90.73,267.59,,,,
2021,miami (oh),81.82,149.77,,,,
2021,michigan,90.21,262.15,,,,
2021,michigan state,85.99,194.42,,,,
2021,middle tennessee,83.77,110.23,,,,
2021,minnesota,87.54,203.38,,,,
2021,mississippi state,86.46,214.2,,,,
2021,mississippi valley state,79.17,9.17,,,,
2021,missouri,87.14,214.53,,,,
2021,monmouth,79.56,9.56,,,,
2021,montana,77.33,7.33,,,,
2021,montana state,78.33,24.76,,,,
2021,morgan state,83.74,27.41,,,,
2021,navy,80.05,138.01,,,,
2021,nc state,86.31,206.3,,,,
2021,nebraska,87.96,219.73,,,,
2021,nevada,82.26,150.67,,,,
2021,new mexico,81.58,144.49,,,,
2021,new mexico state,81.13,130.34,,,,
2021,north carolina,91.04,257.85,,,,
2021,north carolina a&t,83.79,66.82,,,,
2021,north dakota,83.78,13.78,,,,
2021,north texas,83.42,161.3,,,,
2021,northern arizona,81.11,81.73,,,,
2021,northern colorado,78.33,8.33,,,,
2021,northern illinois,81.44,146.52,,,,
2021,northern iowa,82.64,37.63,,,,
2021,northwestern,86.58,187.59,,,,
2021,northwestern state,80.56,10.56,,,,
2021,notre dame,89.94,270.65,,,,
2021,ohio,81.96,140.59,,,,
2021,ohio state,95.05,321.78,,,,
2021,oklahoma,93.35,268.95,,,,
2021,oklahoma state,86.93,210.62,,,,
2021,old dominion,81.76,139.25,,,,
2021,ole miss,88.23,236.71,,,,
2021,oregon,92.48,287.67,,,,
2021,oregon state,85.53,134.52,,,,
2021,penn state,89.36,219.13,,,,
2021,pennsylvania,82.21,47.92,,,,
2021,pittsburgh,86.98,212.83,,,,
2021,portland state,77.33,7.33,,,,
2021,prairie view a&m,84.56,14.56,,,,
2021,princeton,82.55,60.94,,,,
2021,purdue,85.45,163.12,,,,
2021,rhode island,81.44,22.82,,,,
2021,rice,82.07,145.17,,,,
2021,richmond,80.56,10.56,,,,
2021,rutgers,86.04,203.17,,,,
2021,sacramento state,78.33,24.77,,,,
2021,sacred heart,79.0,9.0,,,,
2021,sam houston,84.17,14.17,,,,
2021,samford,84.65,29.21,,,,
2021,san diego,81.89,23.72,,,,
2021,san diego state,83.43,174.98,,,,
2021,san jose state,81.81,115.74,,,,
2021,smu,85.8,185.34,,,,
2021,south alabama,81.94,110.28,,,,
2021,south carolina,85.75,160.33,,,,
2021,south dakota,82.87,25.67,,,,
2021,southern illinois,82.67,12.67,,,,
2021,southern miss,83.05,114.04,,,,
2021,southern utah,80.97,32.66,,,,
2021,stanford,86.85,197.73,,,,
2021,stephen f. austin,82.73,37.86,,,,
2021,syracuse,84.76,178.42,,,,
2021,tcu,87.44,183.21,,,,
2021,temple,82.73,123.92,,,,
2021,tennessee,88.89,219.04,,,,
2021,tennessee state,83.17,13.17,,,,
2021,tennessee tech,81.19,22.3,,,,
2021,texas,89.18,248.65,,,,
2021,texas a&m,91.92,280.49,,,,
2021,texas southern,81.06,11.06,,,,
2021,texas state,82.68,49.79,,,,
2021,texas tech,86.75,164.17,,,,
2021,the citadel,77.94,7.94,,,,
2021,toledo,82.81,167.27,,,,
2021,towson,81.06,32.86,,,,
2021,troy,82.4,137.3,,,,
2021,tulane,83.95,160.36,,,,
2021,tulsa,82.83,94.36,,,,
2021,uab,82.17,129.81,,,,
2021,uc davis,77.99,31.32,,,,
2021,ucf,84.96,180.18,,,,
2021,ucla,87.87,210.04,,,,
2021,uconn,81.74,128.42,,,,
2021,ul monroe,82.46,141.24,,,,
2021,unlv,83.44,167.82,,,,
2021,usc,91.98,281.92,,,,
2021,usf,84.14,171.77,,,,
2021,ut martin,82.17,12.17,,,,
2021,utah,87.73,210.15,,,,
2021,utah state,82.69,102.94,,,,
2021,utep,80.43,68.35,,,,
2021,utsa,82.99,157.89,,,,
2021,vanderbilt,85.12,188.27,,,,
2021,villanova,80.56,10.56,,,,
2021,virginia,86.34,209.61,,,,
2021,virginia tech,85.38,195.94,,,,
2021,wake forest,83.96,169.86,,,,
2021,washington,88.31,211.54,,,,
2021,washington state,84.6,176.96,,,,
2021,west virginia,87.13,200.55,,,,
2021,western carolina,82.93,12.93,,,,
2021,western kentucky,83.17,51.8,,,,
2021,western michigan,82.36,148.75,,,,
2021,william & mary,83.67,13.67,,,,
2021,wisconsin,89.31,243.0,,,,
2021,wofford,75.83,5.83,,,,
2021,wyoming,81.48,133.95,,,,
2021,yale,80.79,61.86,,,,
2021,youngstown state,79.44,9.44,,,,
2022,abilene christian,83.55,40.24,82.66,49.7,80.0,3.11
2022,air force,81.76,110.12,81.76,110.12,,
2022,akron,82.43,81.7,82.54,141.43,82.63,24.88
2022,alabama,95.27,322.25,95.12,327.13,94.4,60.24
2022,alabama a&m,81.17,11.17,80.79,42.31,80.67,9.0
2022,alabama state,,,82.25,48.18,82.25,14.59
2022,albany,,,87.0,17.0,87.0,6.78
2022,alcorn state,,,80.5,20.94,80.5,6.21
2022,appalachian state,83.48,144.67,83.55,155.51,84.0,9.84
2022,arizona,87.23,224.38,87.01,233.87,86.38,39.1
2022,arizona state,85.07,120.69,85.68,199.74,86.07,49.5
2022,arkansas,87.64,217.69,88.36,239.81,90.43,54.68
2022,arkansas state,84.37,166.63,84.07,173.7,82.75,14.28
2022,army,79.75,38.31,79.75,38.31,,
2022,auburn,89.45,229.35,89.0,240.22,87.86,39.9
2022,austin peay,85.34,30.6,85.34,30.6,,
2022,ball state,80.95,130.55,81.21,139.42,83.5,8.66
2022,baylor,87.2,208.03,87.44,215.9,90.0,18.04
2022,bethune-cookman,82.28,12.28,82.28,12.28,,
2022,boise state,84.5,174.52,84.96,188.73,87.25,24.51
2022,boston college,86.4,202.55,86.28,204.73,85.0,10.61
2022,bowling green,82.17,106.36,81.89,117.52,80.5,6.21
2022,bucknell,78.83,8.83,78.83,8.83,,
2022,buffalo,83.03,148.29,83.17,171.5,83.4,29.59
2022,byu,84.32,180.56,84.93,198.45,88.25,29.33
2022,california,86.39,175.53,86.75,199.95,88.0,27.62
2022,campbell,84.47,126.38,84.47,126.38,,
2022,central arkansas,83.93,90.76,82.45,109.33,79.0,7.71
2022,central michigan,82.55,144.51,82.38,150.27,81.0,6.98
2022,charlotte,82.63,117.06,83.06,140.17,84.67,14.62
2022,chattanooga,81.86,23.66,81.86,23.66,,
2022,cincinnati,86.74,197.75,86.84,211.57,87.2,30.83
2022,cisco college,,,,,82.0,3.87
2022,clemson,89.83,260.87,89.36,261.72,80.0,3.11
2022,coastal carolina,83.39,165.67,83.39,165.67,,
2022,colorado,85.64,192.38,85.42,195.39,84.0,18.01
2022,colorado state,84.35,146.67,83.93,171.62,83.14,23.77
2022,delaware,,,79.0,9.0,79.0,2.77
2022,duke,86.07,186.78,85.91,193.78,85.0,15.26
2022,duquesne,,,79.0,9.0,79.0,2.77
2022,east carolina,82.95,143.29,82.49,167.08,81.63,24.93
2022,east tennessee state,86.89,16.89,83.44,26.83,80.0,3.11
2022,east texas a&m,84.33,14.33,82.17,24.27,80.0,3.11
2022,eastern illinois,,,82.5,24.93,82.5,7.89
2022,eastern kentucky,89.26,19.26,85.09,44.86,83.0,8.15
2022,eastern michigan,83.63,77.97,82.68,110.57,81.25,12.41
2022,eastern washington,83.67,13.67,83.67,13.67,,
2022,elizabeth city state,,,,,79.0,2.77
2022,elon,,,76.0,6.0,76.0,1.84
2022,fiu,81.95,124.38,82.02,151.73,82.14,21.19
2022,florida,88.88,232.99,89.12,254.13,89.83,45.99
2022,florida a&m,80.94,32.58,80.6,77.78,80.4,13.11
2022,florida atlantic,81.68,94.73,82.41,140.49,83.5,22.26
2022,florida state,89.54,229.46,88.56,252.03,87.17,55.8
2022,fresno state,82.89,162.85,83.72,185.31,86.5,30.89
2022,furman,82.17,12.17,82.17,12.17,,
2022,gardner-webb,88.04,18.04,88.04,18.04,,
2022,georgetown,80.59,31.52,80.59,31.52,,
2022,georgia,93.01,318.34,93.01,318.34,,
2022,georgia southern,83.35,115.78,83.21,129.34,82.5,7.89
2022,georgia state,81.57,124.06,81.4,126.81,79.0,2.77
2022,georgia tech,86.76,184.81,86.63,213.59,86.45,46.31
2022,grambling state,84.64,96.14,84.16,114.82,82.5,8.49
2022,grand valley state,82.13,36.11,81.6,45.59,80.0,3.11
2022,harvard,85.48,46.06,85.48,46.06,,
2022,hawaii,81.81,95.21,82.18,126.75,83.0,16.62
2022,holy cross,85.85,15.85,85.85,15.85,,
2022,houston,86.35,184.28,86.12,203.48,85.5,30.34
2022,howard,84.17,14.17,84.17,14.17,,
2022,idaho,83.69,27.31,83.12,39.04,82.0,3.87
2022,illinois,85.44,192.59,85.26,193.19,83.67,12.7
2022,illinois state,,,81.5,22.93,81.5,6.93
2022,incarnate word,,,79.0,9.0,79.0,2.77
2022,independence c.c.,,,,,83.0,8.25
2022,indiana,87.77,219.8,86.5,229.01,84.09,38.62
2022,iowa,88.06,214.44,88.0,217.09,87.0,6.78
2022,iowa state,86.56,205.08,86.38,207.54,84.5,10.2
2022,jackson state,90.73,100.92,85.31,176.82,82.6,26.86
2022,jacksonville state,82.73,25.39,83.49,40.1,85.0,5.4
2022,james madison,,,81.0,21.94,81.0,6.61
2022,kansas,84.53,106.28,85.31,188.82,85.83,44.68
2022,kansas state,85.16,173.32,85.4,193.44,86.0,33.52
2022,kent state,81.59,136.64,81.53,145.01,81.25,12.21
2022,kentucky,89.12,243.26,88.91,251.43,88.17,38.8
2022,lamar,81.67,11.67,82.33,24.59,83.0,4.32
2022,lehigh,82.56,12.56,82.56,12.56,,
2022,liberty,83.77,126.37,83.58,161.03,83.29,24.38
2022,liu,81.56,11.56,81.56,11.56,,
2022,louisiana,84.47,115.71,84.47,115.71,,
2022,louisiana tech,84.25,140.27,83.69,157.46,82.0,13.41
2022,louisville,86.36,187.58,86.99,221.24,88.11,50.34
2022,lsu,91.62,245.76,89.95,281.92,88.27,73.8
2022,marshall,83.84,176.47,83.68,179.66,83.14,22.81
2022,maryland,87.1,213.62,87.01,218.66,86.0,12.77
2022,massachusetts,80.78,94.72,81.21,148.68,81.54,27.92
2022,mcneese,,,81.0,21.94,81.0,6.76
2022,memphis,84.53,176.39,84.83,189.79,86.0,26.11
2022,mercer,85.83,31.58,83.22,39.38,78.0,2.45
2022,merrimack,,,80.0,10.0,80.0,3.11
2022,miami (fl),91.28,239.25,89.89,265.54,88.0,54.62
2022,miami (oh),83.37,152.97,83.59,164.8,84.5,17.84
2022,michigan,90.4,262.13,90.35,268.91,90.0,26.44
2022,michigan state,87.64,221.83,87.96,232.73,89.0,45.89
2022,middle tennessee,83.91,110.93,83.63,139.38,83.0,15.43
2022,minnesota,86.15,189.38,86.07,204.44,85.83,30.56
2022,mississippi state,88.08,219.45,88.03,226.26,87.8,31.48
2022,mississippi valley state,,,79.0,9.0,79.0,2.77
2022,missouri,89.73,239.35,88.44,253.45,86.5,48.41
2022,missouri state,83.67,27.25,81.05,72.4,80.0,12.43
2022,monmouth,82.67,12.67,82.67,12.67,,
2022,montana,,,80.0,10.0,80.0,3.11
2022,montana state,78.33,8.33,78.33,8.33,,
2022,murray state,84.38,56.42,84.38,56.42,,
2022,navarro college,,,,,81.0,6.53
2022,navy,80.56,41.48,80.56,41.48,,
2022,nc state,87.61,171.26,87.45,184.45,86.5,12.24
2022,nebraska,87.03,198.64,86.71,225.92,86.29,59.38
2022,nevada,82.36,108.19,82.96,121.89,89.0,8.45
2022,new mexico,80.04,121.59,80.24,128.5,82.0,7.38
2022,new mexico state,80.56,117.0,81.92,153.04,86.0,25.21
2022,norfolk state,,,82.0,12.0,82.0,3.87
2022,north alabama,85.17,15.17,85.17,15.17,,
2022,north carolina,91.76,258.65,90.77,269.81,87.4,30.4
2022,north carolina a&t,81.17,11.17,80.08,20.11,79.0,2.77
2022,north carolina central,81.17,11.17,80.58,21.11,80.0,3.11
2022,north dakota state,85.65,46.49,85.65,46.49,,
2022,north texas,81.84,102.95,81.96,135.64,82.17,17.74
2022,northern arizona,80.85,32.26,81.39,44.7,83.0,4.32
2022,northern illinois,81.5,142.15,81.42,143.39,80.0,3.11
2022,northern iowa,83.47,26.87,82.49,49.01,81.5,7.06
