year,team,ranking_type,avg,points
2024,Louisiana-Monroe,transfer,81.8,12.58
2024,Northern Illinois,transfer,83.57,12.29
2024,Florida A&M,transfer,85.5,12.23
2024,San Jose State,transfer,82.71,12.04
2024,Hawaii,transfer,85.0,11.08
2024,Kennesaw State,transfer,81.56,10.58
2024,Miami (OH),transfer,83.8,10.31
2024,Stanford,transfer,86.0,10.12
2024,Iowa,transfer,85.33,9.34
2024,Central Michigan,transfer,83.25,8.59
2024,West Georgia,transfer,86.0,7.3
2024,Wyoming,transfer,83.33,6.6
2024,McNeese,transfer,85.0,6.5
2024,Southern Illinois,transfer,88.0,5.24
2024,East Mississippi C.C.,transfer,88.0,5.24
2024,West Florida,transfer,88.0,5.24
2024,Montana,transfer,84.0,5.14
2024,Eastern Illinois,transfer,83.0,4.76
2024,Incarnate Word,transfer,83.0,4.76
2024,Weber State,transfer,87.0,4.48
2024,Eastern Washington,transfer,86.0,3.81
2024,East Tennessee State,transfer,85.0,3.24
2024,Missouri State,transfer,85.0,3.24
2024,Navarro College,transfer,85.0,3.24
2024,Central Missouri,transfer,85.0,3.24
2024,Winston-Salem State,transfer,85.0,3.24
2024,Southwestern Oklahoma State,transfer,85.0,3.24
2024,Utah Tech,transfer,80.5,3.23
2024,South Dakota State,transfer,84.0,2.76
2025,Texas,recruiting,93.63,312.27
2025,Georgia,recruiting,93.03,304.64
2025,Alabama,recruiting,93.42,298.4
2025,Ohio State,recruiting,92.46,297.72
2025,Oregon,recruiting,94.35,292.18
2025,Michigan,recruiting,92.18,290.87
2025,Florida,recruiting,91.12,287.77
2025,Auburn,recruiting,91.57,286.89
2025,Texas A&M,recruiting,91.89,282.42
2025,LSU,recruiting,92.11,281.53
2025,Tennessee,recruiting,91.32,277.93
2025,Notre Dame,recruiting,91.02,270.22
2025,USC,recruiting,90.05,262.74
2025,Miami,recruiting,90.83,257.66
2025,Penn State,recruiting,90.07,255.75
2025,Ole Miss,recruiting,89.79,251.63
2025,Missouri,recruiting,91.1,250.29
2025,Oklahoma,recruiting,90.74,248.6
2025,South Carolina,recruiting,88.85,244.27
2025,Florida State,recruiting,89.01,244.11
2025,Georgia Tech,recruiting,88.49,241.27
2025,Nebraska,recruiting,89.65,237.53
2025,Washington,recruiting,88.32,235.15
2025,TCU,recruiting,87.62,230.41
2025,Maryland,recruiting,88.11,228.43
2025,Clemson,recruiting,90.48,227.23
2025,Wisconsin,recruiting,88.4,226.13
2025,Mississippi State,recruiting,87.64,226.13
2025,Kentucky,recruiting,88.49,224.01
2025,Rutgers,recruiting,87.71,222.19
2025,Duke,recruiting,86.92,220.94
2025,SMU,recruiting,87.52,220.85
2025,Arkansas,recruiting,87.63,218.53
2025,Kansas State,recruiting,87.08,213.85
2025,NC State,recruiting,87.26,212.19
2025,North Carolina,recruiting,85.95,211.72
2025,Baylor,recruiting,86.8,211.06
2025,Colorado,recruiting,89.43,209.08
2025,Utah,recruiting,86.94,208.55
2025,Iowa,recruiting,88.33,208.27
2025,UCLA,recruiting,86.97,208.23
2025,Virginia Tech,recruiting,87.41,208.19
2025,BYU,recruiting,86.38,207.99
2025,Syracuse,recruiting,86.16,206.47
2025,Arizona State,recruiting,86.61,204.81
2025,Illinois,recruiting,86.79,203.78
2025,Minnesota,recruiting,86.27,202.95
2025,West Virginia,recruiting,86.29,202.86
2025,Indiana,recruiting,86.58,202.68
2025,Arizona,recruiting,85.57,202.22
2025,Texas Tech,recruiting,87.35,201.51
2025,Oklahoma State,recruiting,86.74,201.22
2025,Pittsburgh,recruiting,86.62,200.25
2025,Houston,recruiting,86.81,198.73
2025,Iowa State,recruiting,86.35,198.58
2025,Stanford,recruiting,87.05,196.58
2025,Michigan State,recruiting,86.89,196.1
2025,Virginia,recruiting,86.8,195.76
2025,Boston College,recruiting,85.96,195.09
2025,Memphis,recruiting,86.15,194.42
2025,Boise State,recruiting,85.25,192.05
2025,South Florida,recruiting,85.28,190.49
2025,Wake Forest,recruiting,85.65,189.9
2025,Cincinnati,recruiting,86.04,189.52
2025,Oregon State,recruiting,85.9,188.93
2025,Northwestern,recruiting,85.9,187.75
2025,Washington State,recruiting,84.45,186.44
2025,Georgia State,recruiting,84.22,185.2
2025,California,recruiting,85.8,184.75
2025,Tulane,recruiting,85.62,184.73
2025,Louisville,recruiting,86.41,183.1
2025,Toledo,recruiting,84.74,180.64
2025,Georgia Southern,recruiting,84.86,180.31
2025,Arkansas State,recruiting,84.18,179.64
2025,UTEP,recruiting,83.74,179.54
2025,Kansas,recruiting,86.52,178.35
2025,East Carolina,recruiting,84.3,178.31
2025,Eastern Michigan,recruiting,83.68,173.39
2025,Vanderbilt,recruiting,87.13,173.04
2025,Rice,recruiting,83.99,171.55
2025,San Diego State,recruiting,84.86,171.52
2025,Old Dominion,recruiting,82.98,170.69
2025,UCF,recruiting,87.55,170.04
2025,Louisiana,recruiting,84.18,169.83
2025,Coastal Carolina,recruiting,83.12,169.44
2025,Purdue,recruiting,85.16,169.01
2025,Jacksonville State,recruiting,84.23,168.49
2025,Texas State,recruiting,83.56,168.03
2025,UNLV,recruiting,84.91,167.61
2025,Sacramento State,recruiting,83.62,167.34
2025,Northern Illinois,recruiting,82.81,167.08
2025,Middle Tennessee,recruiting,83.61,166.96
2025,Nevada,recruiting,82.86,166.95
2025,Utah State,recruiting,82.61,166.02
2025,Wyoming,recruiting,82.63,165.71
2025,Miami (OH),recruiting,83.61,165.07
2025,Liberty,recruiting,85.56,165.02
2025,Troy,recruiting,84.85,164.69
2025,Air Force,recruiting,81.86,163.57
2025,Florida Atlantic,recruiting,84.4,163.23
2025,Western Kentucky,recruiting,83.67,161.75
2025,Bowling Green,recruiting,83.44,160.44
2025,James Madison,recruiting,84.38,159.61
2025,FIU,recruiting,83.59,159.55
2025,Kent State,recruiting,82.49,159.23
2025,Fresno State,recruiting,82.55,158.35
2025,North Dakota State,recruiting,81.77,157.58
2025,Buffalo,recruiting,84.03,155.63
2025,Army,recruiting,80.58,152.37
2025,Appalachian State,recruiting,85.01,151.48
2025,UTSA,recruiting,83.98,151.22
2025,South Alabama,recruiting,83.62,150.53
2025,Louisiana Tech,recruiting,83.52,149.99
2025,Southern Miss,recruiting,83.74,149.76
2025,Tulsa,recruiting,83.33,149.25
2025,New Mexico State,recruiting,82.14,148.16
2025,UC Davis,recruiting,81.76,145.03
2025,Colorado State,recruiting,84.02,144.3
2025,Montana State,recruiting,81.42,143.56
2025,Western Michigan,recruiting,83.29,143.2
2025,San Jose State,recruiting,82.04,143.04
2025,Ohio,recruiting,83.13,141.22
2025,North Texas,recruiting,83.83,141.07
2025,UConn,recruiting,84.42,140.82
2025,Louisiana-Monroe,recruiting,83.03,139.24
2025,Eastern Washington,recruiting,80.76,137.13
2025,South Dakota State,recruiting,81.88,134.6
2025,Temple,recruiting,83.65,134.38
2025,Marshall,recruiting,83.14,134.01
2025,Ball State,recruiting,82.12,132.8
2025,Montana,recruiting,81.33,129.98
2025,Central Michigan,recruiting,83.09,121.14
2025,Navy,recruiting,81.38,120.08
2025,Hawaii,recruiting,81.61,119.1
2025,Idaho,recruiting,79.88,118.36
2025,New Mexico,recruiting,81.86,118.13
2025,Northern Arizona,recruiting,82.72,117.83
2025,UAB,recruiting,84.55,116.94
2025,Akron,recruiting,82.18,114.13
2025,Sam Houston,recruiting,83.02,113.32
2025,Cal Poly,recruiting,81.98,112.62
2025,Grand Valley State,recruiting,77.74,111.14
2025,Missouri State,recruiting,83.33,107.14
2025,Youngstown State,recruiting,82.71,102.22
2025,Illinois State,recruiting,80.4,90.9
2025,UMass,recruiting,83.62,89.12
2025,Howard,recruiting,83.27,87.44
2025,Idaho State,recruiting,79.82,86.37
2025,Portland State,recruiting,80.64,86.24
2025,Delaware,recruiting,83.14,85.71
2025,Cornell,recruiting,81.36,84.24
2025,Western Illinois,recruiting,81.33,83.7
2025,East Tennessee State,recruiting,84.44,82.37
2025,Yale,recruiting,81.02,81.62
2025,Harvard,recruiting,82.17,79.95
2025,North Alabama,recruiting,84.0,79.78
2025,Charlotte,recruiting,82.14,79.77
2025,Jackson State,recruiting,83.67,77.93
2025,Northern Iowa,recruiting,83.5,77.22
2025,Tennessee State,recruiting,83.41,76.43
2025,Indiana State,recruiting,78.6,75.12
2025,Chattanooga,recruiting,83.12,74.75
2025,Austin Peay,recruiting,85.34,74.2
2025,Central Arkansas,recruiting,85.2,73.59
2025,Southern Illinois,recruiting,80.88,71.69
2025,Eastern Kentucky,recruiting,83.94,67.48
2025,Columbia,recruiting,80.05,66.44
2025,South Dakota,recruiting,79.87,64.9
2025,Weber State,recruiting,83.2,63.95
2025,Mercyhurst,recruiting,80.93,63.01
2025,North Dakota,recruiting,78.0,58.89
2025,West Georgia,recruiting,84.78,57.97
2025,Dartmouth,recruiting,80.0,57.62
2025,Stephen F. Austin,recruiting,84.25,55.91
2025,Utah Tech,recruiting,81.4,55.33
2025,Mercer,recruiting,81.33,54.97
2025,Southern Utah,recruiting,81.17,54.3
2025,Colgate,recruiting,79.44,54.19
2025,Eastern Illinois,recruiting,77.88,51.75
2025,Furman,recruiting,83.17,51.64
2025,Saint Francis (PA),recruiting,82.93,50.86
2025,Western Carolina,recruiting,82.59,49.44
2025,Pennsylvania,recruiting,81.5,45.09
2025,Texas Southern,recruiting,85.12,44.99
2025,Towson,recruiting,84.69,43.65
2025,Delaware State,recruiting,84.39,42.78
2025,Kennesaw State,recruiting,84.38,42.71
2025,Samford,recruiting,84.33,42.57
2025,Southeastern Louisiana,recruiting,84.33,42.57
2025,Charleston Southern,recruiting,80.75,42.28
2025,Robert Morris,recruiting,80.69,42.06
2025,Murray State,recruiting,83.83,41.11
2025,Richmond,recruiting,83.67,40.6
2025,Fordham,recruiting,80.33,40.6
2025,Wofford,recruiting,83.66,40.57
2025,Southeast Missouri State,recruiting,82.67,37.76
2025,San Diego,recruiting,78.79,34.59
2025,Duquesne,recruiting,81.42,34.05
2025,Bucknell,recruiting,78.0,31.53
2025,Alabama State,recruiting,85.5,30.91
2025,Drake,recruiting,75.8,28.09
2025,Alcorn State,recruiting,84.0,27.92
2025,UT Martin,recruiting,83.5,26.92
2025,Alabama A&M,recruiting,83.0,25.94
2025,Lafayette,recruiting,82.5,24.94
2025,McNeese,recruiting,82.5,24.93
2025,Rhode Island,recruiting,82.19,24.34
2025,Northern Colorado,recruiting,82.0,23.93
2025,Morehead State,recruiting,78.0,23.82
2025,Brown,recruiting,78.0,23.78
2025,Georgetown,recruiting,81.5,22.94
2025,Lehigh,recruiting,81.5,22.93
2025,Lindenwood,recruiting,77.67,22.79
2025,Campbell,recruiting,81.26,22.47
2025,Bryant,recruiting,80.79,21.54
2025,Prairie View A&M,recruiting,84.78,14.78
2025,Morgan State,recruiting,84.0,14.0
2025,Incarnate Word,recruiting,84.0,14.0
2025,Valparaiso,recruiting,77.0,13.99
2025,New Hampshire,recruiting,77.0,13.98
2025,Lamar,recruiting,83.31,13.31
2025,Gardner-Webb,recruiting,83.0,13.0
2025,Hampton,recruiting,83.0,13.0
2025,Dayton,recruiting,74.33,12.9
2025,Presbyterian,recruiting,82.52,12.52
2025,North Carolina Central,recruiting,82.44,12.44
2025,William & Mary,recruiting,82.28,12.28
2025,Houston Christian,recruiting,82.04,12.04
2025,Norfolk State,recruiting,82.04,12.04
2025,Northwestern State,recruiting,82.0,12.0
2025,Maine,recruiting,82.0,12.0
2025,Wagner,recruiting,76.0,11.98
2025,Princeton,recruiting,81.0,11.0
2025,Holy Cross,recruiting,80.0,10.0
2025,Davidson,recruiting,79.0,9.0
2025,Tarleton State,recruiting,79.0,9.0
2025,Butler,recruiting,76.0,6.0
2025,Stetson,recruiting,76.0,6.0
2025,Texas,overall,92.14,314.83
2025,Georgia,overall,91.81,308.3
2025,Oregon,overall,93.44,307.81
2025,Alabama,overall,91.39,305.7
2025,Ohio State,overall,91.51,301.69
2025,Auburn,overall,89.91,295.63
2025,LSU,overall,91.44,295.35
2025,Michigan,overall,89.81,294.83
2025,Florida,overall,90.01,289.13
2025,Texas A&M,overall,90.78,287.92
2025,Tennessee,overall,90.28,279.5
2025,Missouri,overall,89.12,275.11
2025,Notre Dame,overall,90.15,274.65
2025,Miami,overall,90.27,274.48
2025,USC,overall,89.08,271.02
2025,Ole Miss,overall,88.66,270.74
2025,Oklahoma,overall,88.98,270.64
2025,Florida State,overall,88.46,263.96
2025,Penn State,overall,89.69,258.36
2025,Nebraska,overall,88.64,256.64
2025,Texas Tech,overall,88.49,254.19
2025,South Carolina,overall,88.41,253.68
2025,Georgia Tech,overall,87.36,250.44
2025,Colorado,overall,87.31,247.09
2025,Kentucky,overall,87.86,244.08
2025,Wisconsin,overall,87.83,243.96
2025,Washington,overall,87.61,243.68
2025,Clemson,overall,90.34,243.55
2025,North Carolina,overall,86.43,241.63
2025,Maryland,overall,87.66,241.35
2025,Mississippi State,overall,87.2,240.68
2025,Arkansas,overall,87.12,236.01
2025,TCU,overall,87.17,235.13
2025,SMU,overall,87.01,230.54
2025,Iowa,overall,87.73,229.39
2025,UCLA,overall,86.45,227.55
2025,Duke,overall,86.73,227.22
2025,Rutgers,overall,86.91,226.37
2025,Indiana,overall,86.51,223.04
2025,Baylor,overall,86.17,220.95
2025,Houston,overall,86.33,220.52
2025,Michigan State,overall,86.51,219.85
2025,Minnesota,overall,86.46,219.82
2025,Virginia Tech,overall,86.53,219.36
2025,Kansas State,overall,86.53,218.65
2025,Virginia,overall,86.5,218.54
2025,Utah,overall,86.67,218.17
2025,West Virginia,overall,85.68,216.47
2025,Illinois,overall,86.61,216.37
2025,NC State,overall,86.63,216.15
2025,Vanderbilt,overall,86.76,215.7
2025,UCF,overall,85.97,215.18
2025,Syracuse,overall,86.03,215.06
2025,Stanford,overall,86.31,214.99
2025,Oklahoma State,overall,86.09,212.95
2025,California,overall,85.58,212.61
2025,Iowa State,overall,86.46,212.35
2025,Louisville,overall,86.16,211.65
2025,BYU,overall,85.65,211.17
2025,Arizona State,overall,86.09,210.94
2025,Kansas,overall,86.04,209.49
2025,Cincinnati,overall,85.89,208.97
2025,Arizona,overall,85.49,208.53
2025,Purdue,overall,85.32,205.41
2025,Pittsburgh,overall,86.23,205.05
2025,Oregon State,overall,85.53,203.46
2025,Memphis,overall,84.88,203.37
2025,Wake Forest,overall,85.53,202.7
2025,Boston College,overall,85.6,197.81
2025,Tulane,overall,84.39,197.03
2025,Northwestern,overall,85.51,195.28
2025,Boise State,overall,85.13,194.85
2025,South Florida,overall,84.74,192.16
2025,Sacramento State,overall,84.14,192.0
2025,Georgia State,overall,84.04,190.33
2025,Washington State,overall,84.23,189.99
2025,UNLV,overall,84.14,189.08
2025,Liberty,overall,84.09,188.94
2025,Toledo,overall,84.01,187.29
2025,Southern Miss,overall,83.39,187.07
2025,Western Kentucky,overall,83.09,186.6
2025,Georgia Southern,overall,84.03,186.21
2025,Coastal Carolina,overall,83.3,184.44
2025,Colorado State,overall,83.78,183.65
2025,UTSA,overall,83.87,183.46
2025,UTEP,overall,83.27,183.42
2025,East Carolina,overall,83.67,183.24
2025,Appalachian State,overall,83.65,183.14
2025,James Madison,overall,83.82,182.39
2025,Arkansas State,overall,83.39,182.22
2025,San Diego State,overall,83.94,181.94
2025,UAB,overall,83.38,181.71
2025,Temple,overall,83.64,181.54
2025,UConn,overall,83.58,181.32
2025,Jacksonville State,overall,83.29,181.04
2025,Troy,overall,84.15,180.53
2025,Florida Atlantic,overall,83.5,179.92
2025,Middle Tennessee,overall,83.52,179.52
2025,Louisiana,overall,84.02,179.43
2025,Texas State,overall,83.28,178.3
2025,Bowling Green,overall,83.33,177.96
2025,New Mexico,overall,82.7,177.29
2025,Miami (OH),overall,83.52,177.2
2025,Eastern Michigan,overall,83.14,176.45
2025,FIU,overall,83.41,176.33
2025,Charlotte,overall,83.0,176.21
2025,Fresno State,overall,82.59,176.06
2025,North Texas,overall,83.17,175.85
2025,Marshall,overall,82.68,175.68
2025,Rice,overall,83.34,175.59
2025,Western Michigan,overall,82.75,175.31
2025,Wyoming,overall,82.64,174.58
2025,Tulsa,overall,83.11,174.34
2025,Nevada,overall,82.54,173.67
2025,Louisiana-Monroe,overall,83.01,173.53
2025,South Alabama,overall,82.85,173.28
2025,Old Dominion,overall,82.87,172.46
2025,UMass,overall,82.77,170.72
2025,Utah State,overall,82.27,170.7
2025,Northern Illinois,overall,82.76,170.22
2025,New Mexico State,overall,82.15,169.88
2025,Ohio,overall,82.59,169.26
2025,Kent State,overall,82.28,168.32
2025,Louisiana Tech,overall,82.95,167.55
2025,San Jose State,overall,82.67,166.74
2025,Ball State,overall,82.49,166.67
2025,Buffalo,overall,83.5,166.56
2025,Sam Houston,overall,82.23,166.07
2025,Air Force,overall,81.86,163.57
2025,Central Michigan,overall,83.28,163.55
2025,Akron,overall,82.36,160.28
2025,Kennesaw State,overall,82.06,158.58
2025,North Dakota State,overall,81.74,158.45
2025,Montana State,overall,81.77,153.98
2025,Army,overall,80.58,152.37
2025,UC Davis,overall,81.92,152.1
2025,Hawaii,overall,81.76,151.26
2025,Missouri State,overall,83.0,143.9
2025,Eastern Washington,overall,80.96,142.38
2025,South Dakota State,overall,81.84,141.75
2025,Montana,overall,81.47,139.25
2025,Austin Peay,overall,84.15,130.53
2025,Idaho,overall,80.12,124.9
2025,Navy,overall,81.38,120.08
2025,Northern Arizona,overall,82.72,117.83
2025,Delaware,overall,82.63,116.36
2025,East Tennessee State,overall,83.37,116.09
2025,Cal Poly,overall,81.98,112.62
2025,Grand Valley State,overall,77.74,111.14
2025,North Alabama,overall,82.7,110.52
2025,Tennessee State,overall,83.6,108.53
2025,Youngstown State,overall,82.44,108.28
2025,South Dakota,overall,80.71,94.09
2025,Yale,overall,81.46,93.54
2025,Illinois State,overall,80.4,90.9
2025,Western Illinois,overall,81.19,90.75
2025,Howard,overall,83.27,87.44
2025,Weber State,overall,83.29,87.05
2025,Northern Iowa,overall,83.29,86.88
2025,Idaho State,overall,79.82,86.37
2025,Portland State,overall,80.64,86.24
2025,Delaware State,overall,85.03,85.73
2025,Cornell,overall,81.36,84.24
2025,Chattanooga,overall,82.82,83.55
2025,Towson,overall,84.01,79.97
2025,Harvard,overall,82.17,79.95
2025,Stephen F. Austin,overall,84.0,79.86
2025,Furman,overall,83.78,78.63
2025,Jackson State,overall,83.67,77.93
2025,Eastern Kentucky,overall,83.28,76.05
2025,Indiana State,overall,78.6,75.12
2025,Mercer,overall,81.23,73.7
2025,Central Arkansas,overall,85.2,73.59
2025,Southern Illinois,overall,80.88,71.69
2025,Rhode Island,overall,84.48,70.33
2025,Columbia,overall,80.05,66.44
2025,Southern Utah,overall,81.47,65.95
2025,Incarnate Word,overall,81.5,65.85
2025,Mercyhurst,overall,80.93,63.01
2025,Western Carolina,overall,82.67,61.37
2025,Eastern Illinois,overall,78.15,59.88
2025,North Dakota,overall,78.0,58.89
2025,West Georgia,overall,84.78,57.97
2025,Dartmouth,overall,80.0,57.62
2025,Utah Tech,overall,81.4,55.33
2025,Colgate,overall,79.44,54.19
2025,Norfolk State,overall,83.01,51.02
2025,Saint Francis (PA),overall,82.93,50.86
2025,Pennsylvania,overall,81.5,45.09
2025,Texas Southern,overall,85.12,44.99
2025,Duquesne,overall,81.06,43.66
2025,Samford,overall,84.33,42.57
2025,Southeastern Louisiana,overall,84.33,42.57
2025,Charleston Southern,overall,80.75,42.28
2025,Robert Morris,overall,80.69,42.06
2025,Alabama State,overall,84.0,41.64
2025,Murray State,overall,83.83,41.11
2025,Richmond,overall,83.67,40.6
2025,Fordham,overall,80.33,40.6
2025,Wofford,overall,83.66,40.57
2025,Prairie View A&M,overall,83.59,40.44
2025,Alcorn State,overall,83.33,39.63
2025,UT Martin,overall,83.0,38.63
2025,Southeast Missouri State,overall,82.67,37.76
2025,McNeese,overall,81.67,34.68
2025,San Diego,overall,78.79,34.59
2025,Lindenwood,overall,78.5,33.4
2025,Bucknell,overall,78.0,31.53
2025,Drake,overall,75.8,28.09
2025,Alabama A&M,overall,83.0,25.94
2025,William & Mary,overall,82.64,25.2
2025,Lafayette,overall,82.5,24.94
2025,Stony Brook,overall,82.5,24.93
2025,Tennessee Tech,overall,82.5,24.93
2025,Northern Colorado,overall,82.0,23.93
2025,Morehead State,overall,78.0,23.82
2025,Brown,overall,78.0,23.78
2025,Georgetown,overall,81.5,22.94
2025,Lehigh,overall,81.5,22.93
2025,Campbell,overall,81.26,22.47
2025,Tarleton State,overall,81.0,21.94
2025,Bryant,overall,80.79,21.54
2025,Florida A&M,overall,80.5,20.94
2025,Nicholls,overall,79.5,18.95
2025,Abilene Christian,overall,86.0,16.0
2025,Bethune-Cookman,overall,85.0,15.0
2025,Savannah State,overall,85.0,15.0
2025,Morgan State,overall,84.0,14.0
2025,Valparaiso,overall,77.0,13.99
2025,New Hampshire,overall,77.0,13.98
2025,Lamar,overall,83.31,13.31
2025,Gardner-Webb,overall,83.0,13.0
2025,Hampton,overall,83.0,13.0
2025,Dayton,overall,74.33,12.9
2025,Presbyterian,overall,82.52,12.52
2025,North Carolina Central,overall,82.44,12.44
2025,Houston Christian,overall,82.04,12.04
2025,Northwestern State,overall,82.0,12.0
2025,Maine,overall,82.0,12.0
2025,The Citadel,overall,82.0,12.0
2025,Wagner,overall,76.0,11.98
2025,Princeton,overall,81.0,11.0
2025,Villanova,overall,81.0,11.0
2025,Monmouth,overall,80.0,10.0
2025,Holy Cross,overall,80.0,10.0
2025,Davidson,overall,79.0,9.0
2025,Stetson,overall,76.0,6.0
2025,Butler,overall,76.0,6.0
2025,LSU,transfer,90.53,70.94
2025,Texas Tech,transfer,89.48,69.47
2025,Miami,transfer,89.61,64.26
2025,Ole Miss,transfer,87.8,63.45
2025,Oregon,transfer,91.7,60.31
2025,Florida State,transfer,87.91,57.18
2025,Missouri,transfer,87.5,55.95
2025,Auburn,transfer,87.75,55.43
2025,North Carolina,transfer,86.82,53.42
2025,Kentucky,transfer,87.35,52.11
2025,Texas A&M,transfer,88.79,50.4
2025,Oklahoma,transfer,87.32,49.0
2025,Nebraska,transfer,87.38,48.87
2025,Wisconsin,transfer,87.24,47.4
2025,South Carolina,transfer,87.78,46.15
2025,Arkansas,transfer,86.73,44.76
2025,USC,transfer,87.47,43.89
2025,Mississippi State,transfer,86.81,43.65
2025,Colorado,transfer,86.38,42.42
2025,UCLA,transfer,86.07,41.78
2025,Alabama,transfer,87.83,40.55
2025,Georgia,transfer,88.5,40.15
2025,Texas,transfer,88.4,39.37
2025,Ohio State,transfer,88.78,39.12
2025,Indiana,transfer,86.43,38.68
2025,Virginia,transfer,86.3,38.27
2025,Houston,transfer,86.0,36.15
2025,Michigan State,transfer,86.22,35.69
2025,Minnesota,transfer,86.68,35.67
2025,Michigan,transfer,86.25,33.84
2025,West Virginia,transfer,85.41,33.71
2025,Georgia Tech,transfer,86.17,33.58
2025,Louisville,transfer,86.03,33.58
2025,Maryland,transfer,87.06,33.56
2025,Oklahoma State,transfer,85.72,33.48
2025,Vanderbilt,transfer,86.5,33.15
2025,Utah,transfer,86.35,32.37
2025,California,transfer,85.47,32.09
2025,Kansas,transfer,85.78,31.6
2025,Washington,transfer,86.33,31.54
2025,Penn State,transfer,88.38,31.18
2025,SMU,transfer,86.45,31.01
2025,Illinois,transfer,86.33,30.94
2025,Virginia Tech,transfer,85.93,30.36
2025,UCF,transfer,85.46,30.24
2025,Cincinnati,transfer,85.75,30.05
2025,Syracuse,transfer,85.75,29.51
2025,Wake Forest,transfer,85.44,28.82
2025,Purdue,transfer,85.37,28.73
2025,Baylor,transfer,85.55,28.39
2025,Rutgers,transfer,85.61,28.14
2025,Arizona,transfer,85.39,26.96
2025,TCU,transfer,86.0,26.51
2025,Stanford,transfer,85.61,25.55
2025,Arizona State,transfer,85.35,24.68
2025,Iowa,transfer,86.67,24.68
2025,Kansas State,transfer,85.71,24.67
2025,Notre Dame,transfer,87.14,24.48
2025,Iowa State,transfer,86.75,24.4
2025,Oregon State,transfer,85.0,23.96
2025,NC State,transfer,85.76,23.91
2025,Southern Miss,transfer,83.29,23.7
2025,Duke,transfer,86.11,22.62
2025,Pittsburgh,transfer,85.67,22.15
2025,Sacramento State,transfer,84.71,21.97
2025,Memphis,transfer,84.23,21.39
2025,Boston College,transfer,85.0,20.88
2025,Tennessee,transfer,86.57,20.29
2025,Northwestern,transfer,85.0,19.82
2025,Florida,transfer,85.71,19.62
2025,James Madison,transfer,83.5,19.26
2025,Washington State,transfer,83.96,19.21
2025,UNLV,transfer,83.81,19.1
2025,Georgia State,transfer,83.78,19.06
2025,New Mexico,transfer,83.0,18.76
2025,Western Kentucky,transfer,82.86,18.68
2025,Tulane,transfer,83.74,18.63
2025,Colorado State,transfer,83.64,18.46
2025,Temple,transfer,83.64,18.16
2025,Charlotte,transfer,83.17,18.06
2025,Coastal Carolina,transfer,83.43,18.04
2025,Clemson,transfer,89.67,17.87
2025,BYU,transfer,84.31,17.82
2025,Appalachian State,transfer,83.07,17.57
2025,South Florida,transfer,84.05,17.44
2025,Bowling Green,transfer,83.25,17.3
2025,UAB,transfer,83.0,17.25
2025,Marshall,transfer,82.56,17.18
2025,UConn,transfer,83.19,17.09
2025,Texas State,transfer,83.09,16.96
2025,Florida Atlantic,transfer,83.0,16.88
2025,UTSA,transfer,83.79,16.82
2025,Tulsa,transfer,83.0,16.51
2025,Jacksonville State,transfer,82.52,16.44
2025,Boise State,transfer,84.8,16.44
2025,Western Michigan,transfer,82.46,16.4
2025,Miami (OH),transfer,83.4,16.25
2025,FIU,transfer,83.25,16.16
2025,Louisiana-Monroe,transfer,83.0,15.88
2025,UTEP,transfer,82.79,15.86
2025,Toledo,transfer,83.17,15.82
2025,North Texas,transfer,82.95,15.5
2025,Arkansas State,transfer,82.72,15.49
2025,UMass,transfer,82.58,15.44
2025,Fresno State,transfer,82.62,15.25
2025,Liberty,transfer,83.0,15.18
2025,San Diego State,transfer,83.14,15.1
2025,Troy,transfer,83.4,14.9
2025,Georgia Southern,transfer,82.94,14.78
2025,Middle Tennessee,transfer,83.38,14.76
2025,Nevada,transfer,82.17,14.66
2025,Wyoming,transfer,82.65,14.57
2025,South Alabama,transfer,82.35,14.21
2025,East Carolina,transfer,82.95,14.15
2025,Ball State,transfer,82.73,13.93
2025,Sam Houston,transfer,81.92,13.8
2025,San Jose State,transfer,83.64,13.67
2025,Utah State,transfer,81.87,13.18
2025,Central Michigan,transfer,83.5,13.13
2025,Kent State,transfer,82.0,13.06
2025,Kennesaw State,transfer,81.84,12.96
2025,Ohio,transfer,82.17,12.93
2025,Akron,transfer,82.47,12.63
2025,New Mexico State,transfer,82.16,12.38
2025,Louisiana,transfer,83.57,12.37
2025,Eastern Michigan,transfer,82.41,11.81
2025,Hawaii,transfer,81.92,11.78
2025,Northern Illinois,transfer,82.67,11.63
2025,Louisiana Tech,transfer,82.1,10.51
2025,Rice,transfer,82.0,10.45
2025,Old Dominion,transfer,82.56,10.4
2025,Austin Peay,transfer,83.17,9.46
2025,Buffalo,transfer,82.29,9.23
2025,Rhode Island,transfer,86.0,9.16
2025,Missouri State,transfer,82.5,8.79
2025,Delaware State,transfer,85.67,8.51
2025,Tennessee State,transfer,84.0,6.71
2025,Incarnate Word,transfer,81.0,6.68
2025,Montana State,transfer,84.0,6.52
2025,Norfolk State,transfer,83.33,6.35
2025,East Tennessee State,transfer,81.75,6.25
2025,Towson,transfer,83.33,6.04
2025,Delaware,transfer,81.75,5.98
2025,UC Davis,transfer,83.0,5.9
2025,South Dakota,transfer,82.67,5.77
2025,North Alabama,transfer,80.75,5.44
2025,Furman,transfer,85.0,5.37
2025,Weber State,transfer,83.5,4.84
2025,Prairie View A&M,transfer,83.0,4.69
2025,Stephen F. Austin,transfer,83.5,4.28
