year,team,ranking_type,avg,points
2025,Stony Brook,transfer,82.5,3.9
2025,Montana,transfer,82.5,3.75
2025,Tennessee Tech,transfer,82.5,3.75
2025,South Dakota State,transfer,81.5,3.43
2025,Abilene Christian,transfer,86.0,3.4
2025,Fort Hays State,transfer,86.0,3.4
2025,Independence C.C.,transfer,86.0,3.4
2025,Mercer,transfer,81.0,3.19
2025,Florida A&M,transfer,80.5,2.99
2025,Bethune-Cookman,transfer,85.0,2.88
2025,Eastern Washington,transfer,85.0,2.88
2025,Savannah State,transfer,85.0,2.88
2025,Keiser,transfer,85.0,2.88
2025,Yale,transfer,85.0,2.88
2025,Lenoir-Rhyne,transfer,85.0,2.88
2025,Nicholls,transfer,79.5,2.71
2025,Idaho,transfer,84.0,2.47
2025,Northern State,transfer,84.0,2.47
2025,Western Carolina,transfer,83.0,2.14
2025,Tarleton State,transfer,83.0,2.14
2025,Southern Utah,transfer,83.0,2.14
2025,William & Mary,transfer,83.0,2.14
2025,Trinity,transfer,83.0,2.14
2025,Northern Iowa,transfer,82.0,1.9
2025,Alcorn State,transfer,82.0,1.9
2025,West Florida,transfer,82.0,1.9
2025,UT Martin,transfer,82.0,1.9
2025,The Citadel,transfer,82.0,1.9
2025,Southwest Mississippi C.C.,transfer,82.0,1.9
2025,Alabama State,transfer,81.0,1.7
2025,Lindenwood,transfer,81.0,1.7
2025,Chattanooga,transfer,81.0,1.7
2025,North Dakota State,transfer,81.0,1.7
2025,Villanova,transfer,81.0,1.7
2025,Eastern Kentucky,transfer,80.0,1.53
2025,McNeese,transfer,80.0,1.53
2025,Newberry,transfer,80.0,1.53
2025,Duquesne,transfer,80.0,1.53
2025,Western Illinois,transfer,80.0,1.53
2025,Indianapolis,transfer,80.0,1.53
2025,Monmouth,transfer,80.0,1.53
2025,Youngstown State,transfer,80.0,1.53
2025,Eastern Illinois,transfer,80.0,1.53
2025,Trinity Valley C.C.,transfer,79.0,1.36
2026,USC,recruiting,91.97,310.67
2026,Alabama,recruiting,91.94,303.79
2026,Oregon,recruiting,92.86,303.22
2026,Ohio State,recruiting,91.9,301.23
2026,Notre Dame,recruiting,91.91,299.28
2026,Georgia,recruiting,91.31,292.36
2026,Texas,recruiting,91.25,290.72
2026,Tennessee,recruiting,90.66,290.71
2026,Miami,recruiting,91.2,284.55
2026,Texas A&M,recruiting,91.94,283.13
2026,LSU,recruiting,91.93,270.17
2026,Michigan,recruiting,90.35,270.12
2026,Washington,recruiting,89.67,261.88
2026,South Carolina,recruiting,90.57,254.23
2026,Oklahoma,recruiting,89.43,252.55
2026,Florida State,recruiting,88.68,251.54
2026,Florida,recruiting,90.79,250.98
2026,Texas Tech,recruiting,89.34,250.26
2026,North Carolina,recruiting,88.33,247.7
2026,Clemson,recruiting,89.0,243.28
2026,BYU,recruiting,88.98,237.33
2026,Ole Miss,recruiting,88.8,236.72
2026,Mississippi State,recruiting,87.35,230.34
2026,Illinois,recruiting,87.62,229.7
2026,West Virginia,recruiting,86.96,229.51
2026,Iowa,recruiting,89.04,228.57
2026,Utah,recruiting,88.49,226.89
2026,Minnesota,recruiting,87.66,226.67
2026,Indiana,recruiting,88.42,226.46
2026,Virginia Tech,recruiting,88.37,226.24
2026,Auburn,recruiting,87.81,225.99
2026,SMU,recruiting,88.26,225.82
2026,Vanderbilt,recruiting,88.47,225.43
2026,Missouri,recruiting,88.24,225.09
2026,Syracuse,recruiting,87.41,224.59
2026,Stanford,recruiting,87.68,218.95
2026,Houston,recruiting,88.5,218.85
2026,Wake Forest,recruiting,87.07,217.86
2026,Rutgers,recruiting,87.74,217.39
2026,Arizona State,recruiting,87.68,217.26
2026,Georgia Tech,recruiting,87.48,216.7
2026,Arizona,recruiting,87.6,216.67
2026,Pittsburgh,recruiting,87.67,214.09
2026,Maryland,recruiting,88.1,213.74
2026,Michigan State,recruiting,87.23,213.73
2026,TCU,recruiting,87.53,212.6
2026,Arkansas,recruiting,86.74,211.84
2026,Louisville,recruiting,87.53,210.25
2026,NC State,recruiting,86.94,210.08
2026,Boise State,recruiting,85.54,205.7
2026,Kansas State,recruiting,87.23,205.59
2026,Northwestern,recruiting,86.74,204.95
2026,Boston College,recruiting,86.6,204.06
2026,Iowa State,recruiting,86.15,203.31
2026,Purdue,recruiting,86.44,203.29
2026,California,recruiting,87.43,202.81
2026,Cincinnati,recruiting,86.43,199.89
2026,Appalachian State,recruiting,85.75,198.58
2026,Kentucky,recruiting,87.97,197.21
2026,Kansas,recruiting,87.02,196.96
2026,UNLV,recruiting,85.37,196.95
2026,UCLA,recruiting,86.33,194.93
2026,Penn State,recruiting,87.75,194.39
2026,UCF,recruiting,87.35,194.3
2026,Baylor,recruiting,87.85,193.79
2026,Tulane,recruiting,86.11,192.92
2026,Temple,recruiting,85.06,192.09
2026,Colorado,recruiting,87.04,190.7
2026,Oklahoma State,recruiting,85.92,190.27
2026,Colorado State,recruiting,85.23,189.8
2026,Fresno State,recruiting,84.97,189.56
2026,Duke,recruiting,87.39,189.26
2026,Wisconsin,recruiting,87.49,189.24
2026,Memphis,recruiting,85.76,189.2
2026,Texas State,recruiting,85.1,187.81
2026,Bowling Green,recruiting,84.89,187.75
2026,Troy,recruiting,84.34,186.33
2026,South Alabama,recruiting,84.21,185.78
2026,James Madison,recruiting,85.36,184.9
2026,San Diego State,recruiting,84.94,184.04
2026,Arkansas State,recruiting,84.39,183.35
2026,Western Kentucky,recruiting,84.72,183.1
2026,UTSA,recruiting,84.74,182.0
2026,Jacksonville State,recruiting,84.18,181.81
2026,Northern Illinois,recruiting,83.89,181.64
2026,UTEP,recruiting,84.12,180.4
2026,East Carolina,recruiting,85.29,179.98
2026,South Florida,recruiting,85.51,179.91
2026,Nevada,recruiting,83.6,177.99
2026,Central Michigan,recruiting,83.13,177.69
2026,New Mexico,recruiting,83.89,177.66
2026,Charlotte,recruiting,84.26,177.11
2026,Tulsa,recruiting,84.8,176.9
2026,Georgia State,recruiting,83.97,176.83
2026,FIU,recruiting,84.53,176.61
2026,Louisiana Tech,recruiting,83.88,176.47
2026,Louisiana,recruiting,84.07,176.46
2026,Oregon State,recruiting,85.26,176.27
2026,Old Dominion,recruiting,83.26,176.22
2026,Rice,recruiting,84.05,175.77
2026,Utah State,recruiting,84.7,175.66
2026,Eastern Michigan,recruiting,83.37,174.78
2026,Nebraska,recruiting,88.55,173.82
2026,Buffalo,recruiting,84.34,172.94
2026,Ohio,recruiting,84.85,172.13
2026,UConn,recruiting,85.41,171.97
2026,Virginia,recruiting,86.38,171.82
2026,Miami (OH),recruiting,84.45,170.52
2026,Georgia Southern,recruiting,84.12,170.51
2026,Liberty,recruiting,84.12,170.34
2026,Western Michigan,recruiting,83.57,169.04
2026,Southern Miss,recruiting,82.79,168.44
2026,Ball State,recruiting,83.57,168.38
2026,North Dakota State,recruiting,84.21,167.6
2026,Wyoming,recruiting,83.36,167.25
2026,UMass,recruiting,83.94,166.97
2026,Delaware,recruiting,83.68,166.86
2026,Coastal Carolina,recruiting,84.32,165.0
2026,Marshall,recruiting,84.01,162.54
2026,Toledo,recruiting,84.36,161.39
2026,Kennesaw State,recruiting,83.59,161.01
2026,Kent State,recruiting,83.64,159.48
2026,Middle Tennessee,recruiting,83.61,159.27
2026,Hawaii,recruiting,83.19,158.94
2026,Sam Houston,recruiting,83.24,158.55
2026,Florida Atlantic,recruiting,85.19,157.76
2026,San Jose State,recruiting,84.55,156.93
2026,Louisiana-Monroe,recruiting,81.63,155.82
2026,Idaho,recruiting,82.7,150.0
2026,Missouri State,recruiting,82.49,149.44
2026,Akron,recruiting,83.4,145.48
2026,Sacramento State,recruiting,81.56,143.23
2026,Montana State,recruiting,83.36,142.34
2026,Washington State,recruiting,84.34,140.77
2026,UAB,recruiting,83.54,132.28
2026,North Texas,recruiting,83.91,128.04
2026,Northern Arizona,recruiting,82.54,127.93
2026,Cal Poly,recruiting,82.5,120.6
2026,New Mexico State,recruiting,83.69,119.17
2026,UC Davis,recruiting,82.73,117.36
2026,Air Force,recruiting,83.5,116.49
2026,Navy,recruiting,83.81,110.55
2026,Chicago State,recruiting,84.88,108.35
2026,Harvard,recruiting,84.69,106.82
2026,Eastern Washington,recruiting,83.28,106.39
2026,Illinois State,recruiting,85.0,97.52
2026,West Georgia,recruiting,84.74,95.93
2026,Utah Tech,recruiting,82.93,94.83
2026,Portland State,recruiting,84.13,92.18
2026,Stephen F. Austin,recruiting,83.93,90.81
2026,McNeese,recruiting,85.08,86.12
2026,Weber State,recruiting,81.68,85.27
2026,Montana,recruiting,82.43,80.74
2026,Southern,recruiting,80.44,77.8
2026,Murray State,recruiting,85.38,74.36
2026,South Dakota State,recruiting,84.87,71.9
2026,Jackson State,recruiting,84.6,70.68
2026,Gardner-Webb,recruiting,84.1,68.17
2026,Villanova,recruiting,83.6,65.77
2026,North Dakota,recruiting,82.56,60.84
2026,Wofford,recruiting,85.44,60.53
2026,Rhode Island,recruiting,84.39,56.44
2026,Howard,recruiting,83.63,53.45
2026,Pennsylvania,recruiting,83.5,53.11
2026,Columbia,recruiting,83.25,51.95
2026,Albany,recruiting,83.13,51.51
2026,UT Martin,recruiting,86.67,49.51
2026,Mercer,recruiting,82.63,49.48
2026,Idaho State,recruiting,82.36,48.56
2026,South Dakota,recruiting,82.25,48.03
2026,Prairie View A&M,recruiting,82.13,47.66
2026,Western Carolina,recruiting,85.3,45.43
2026,Towson,recruiting,85.09,44.84
2026,Chattanooga,recruiting,85.0,44.57
2026,Samford,recruiting,84.67,43.62
2026,Central Arkansas,recruiting,84.67,43.57
2026,Nicholls,recruiting,84.22,42.26
2026,Lamar,recruiting,83.67,40.62
2026,Army,recruiting,83.41,39.85
2026,Abilene Christian,recruiting,83.33,39.63
2026,Lehigh,recruiting,83.33,39.62
2026,Brown,recruiting,83.33,39.6
2026,Southeastern Louisiana,recruiting,83.26,39.43
2026,Lafayette,recruiting,83.0,38.63
2026,Alabama State,recruiting,82.26,36.54
2026,Princeton,recruiting,82.0,35.7
2026,Northern Colorado,recruiting,85.67,31.24
2026,Savannah State,recruiting,85.5,30.91
2026,Colgate,recruiting,85.17,30.24
2026,Lindenwood,recruiting,85.0,29.92
2026,Furman,recruiting,85.0,29.91
2026,Eastern Kentucky,recruiting,84.0,27.92
2026,East Tennessee State,recruiting,83.11,26.17
2026,Florida A&M,recruiting,83.0,25.93
2026,Austin Peay,recruiting,82.5,24.94
2026,Cornell,recruiting,82.0,23.93
2026,North Alabama,recruiting,82.0,23.93
2026,Northwestern State,recruiting,81.75,23.43
2026,North Carolina A&T,recruiting,88.0,18.0
2026,Texas Southern,recruiting,86.89,16.89
2026,Alabama A&M,recruiting,86.11,16.11
2026,Youngstown State,recruiting,86.0,16.0
2026,Richmond,recruiting,85.78,15.78
2026,Mississippi Valley State,recruiting,85.67,15.67
2026,Tarleton State,recruiting,85.5,15.5
2026,Delaware State,recruiting,85.0,15.0
2026,Bryant,recruiting,84.78,14.78
2026,William & Mary,recruiting,84.0,14.0
2026,Dartmouth,recruiting,84.0,14.0
2026,Hampton,recruiting,84.0,14.0
2026,Western Illinois,recruiting,84.0,14.0
2026,Bethune-Cookman,recruiting,84.0,14.0
2026,Grand Valley State,recruiting,83.5,13.5
2026,Fordham,recruiting,83.5,13.5
2026,Texas-Rio Grande Valley,recruiting,83.5,13.5
2026,Yale,recruiting,83.0,13.0
2026,Grambling State,recruiting,83.0,13.0
2026,Tennessee State,recruiting,82.5,12.5
2026,Merrimack,recruiting,80.0,10.0
2026,San Diego,recruiting,80.0,10.0
2026,Presbyterian,recruiting,80.0,10.0
2026,LSU,overall,89.27,350.2
2026,Texas,overall,90.09,346.91
2026,Ohio State,overall,90.54,346.32
2026,Notre Dame,overall,91.98,342.42
2026,USC,overall,91.03,340.74
2026,Alabama,overall,90.28,339.59
2026,Oregon,overall,90.91,334.64
2026,Miami,overall,90.71,331.57
2026,Tennessee,overall,89.03,324.37
2026,Texas A&M,overall,90.17,323.99
2026,Georgia,overall,90.66,320.42
2026,Michigan,overall,89.11,305.9
2026,Ole Miss,overall,88.43,294.2
2026,Texas Tech,overall,88.32,292.92
2026,South Carolina,overall,88.21,287.58
2026,Oklahoma,overall,88.56,286.45
2026,Washington,overall,88.44,281.4
2026,Florida State,overall,87.71,281.03
2026,Florida,overall,88.02,280.24
2026,Indiana,overall,88.19,269.61
2026,North Carolina,overall,87.55,266.85
2026,Auburn,overall,87.12,266.02
2026,Virginia Tech,overall,87.35,260.7
2026,BYU,overall,88.46,259.19
2026,Clemson,overall,88.0,257.32
2026,Missouri,overall,87.11,256.97
2026,Arizona State,overall,87.12,254.51
2026,Mississippi State,overall,86.86,253.96
2026,Minnesota,overall,86.99,251.87
2026,SMU,overall,87.58,248.8
2026,Vanderbilt,overall,87.53,246.88
2026,Utah,overall,87.41,246.65
2026,West Virginia,overall,86.25,246.24
2026,Georgia Tech,overall,87.08,245.75
2026,Louisville,overall,86.74,245.22
2026,Illinois,overall,86.75,244.81
2026,Iowa,overall,87.39,242.83
2026,California,overall,87.11,241.48
2026,Syracuse,overall,86.8,240.69
2026,Houston,overall,87.22,240.6
2026,Arkansas,overall,86.15,240.48
2026,Kentucky,overall,87.24,239.34
2026,Penn State,overall,87.08,238.76
2026,Arizona,overall,86.51,235.18
2026,Oklahoma State,overall,85.94,234.51
2026,Wake Forest,overall,86.31,232.55
2026,Rutgers,overall,86.74,230.48
2026,Michigan State,overall,86.17,230.29
2026,NC State,overall,86.61,230.09
2026,Maryland,overall,87.2,227.99
2026,Kansas State,overall,86.37,227.9
2026,TCU,overall,86.88,227.76
2026,Stanford,overall,87.16,227.46
2026,Pittsburgh,overall,86.42,226.83
2026,Northwestern,overall,86.33,225.72
2026,Purdue,overall,86.07,225.61
2026,Colorado,overall,86.6,223.39
2026,Cincinnati,overall,86.23,222.46
2026,Baylor,overall,86.67,222.23
2026,UCLA,overall,86.02,221.06
2026,Boston College,overall,85.91,218.57
2026,Iowa State,overall,85.39,218.19
2026,Boise State,overall,85.3,216.21
2026,Kansas,overall,85.99,214.36
2026,Appalachian State,overall,84.87,210.23
2026,UNLV,overall,85.29,209.08
2026,UCF,overall,85.74,208.99
2026,Wisconsin,overall,86.3,208.41
2026,Duke,overall,86.46,205.03
2026,Memphis,overall,84.39,202.86
2026,Temple,overall,84.61,202.7
2026,Tulane,overall,84.98,202.51
2026,Colorado State,overall,84.73,202.1
2026,James Madison,overall,84.65,197.96
2026,Fresno State,overall,84.4,197.46
2026,Texas State,overall,84.81,197.46
2026,San Diego State,overall,84.72,197.16
2026,South Florida,overall,85.27,196.62
2026,Nebraska,overall,87.37,196.5
2026,Bowling Green,overall,84.37,195.91
2026,Arkansas State,overall,84.16,195.01
2026,Virginia,overall,86.17,194.13
2026,Troy,overall,84.15,192.7
2026,Western Kentucky,overall,84.34,192.66
2026,UTSA,overall,84.51,192.59
2026,East Carolina,overall,84.9,191.75
2026,South Alabama,overall,83.73,190.98
2026,Jacksonville State,overall,83.82,190.6
2026,Tulsa,overall,84.64,189.13
2026,Northern Illinois,overall,83.83,189.06
2026,Oregon State,overall,84.82,189.04
2026,UTEP,overall,83.9,188.29
2026,Georgia State,overall,83.73,187.1
2026,Charlotte,overall,83.88,186.58
2026,FIU,overall,84.28,186.29
2026,Old Dominion,overall,83.43,185.61
2026,New Mexico,overall,83.83,185.19
2026,Utah State,overall,84.02,185.18
2026,UConn,overall,84.56,184.57
2026,Rice,overall,83.73,184.3
2026,Louisiana Tech,overall,84.24,184.09
2026,Central Michigan,overall,83.0,183.48
2026,Nevada,overall,83.76,183.4
2026,Georgia Southern,overall,84.27,181.76
2026,Liberty,overall,84.11,181.27
2026,Buffalo,overall,83.77,180.81
2026,Eastern Michigan,overall,83.58,180.46
2026,Miami (OH),overall,84.47,180.09
2026,Southern Miss,overall,83.66,179.92
2026,Ohio,overall,84.05,179.55
2026,Louisiana,overall,83.88,179.15
2026,Ball State,overall,83.76,177.65
2026,Coastal Carolina,overall,84.49,176.98
2026,Western Michigan,overall,83.36,176.56
2026,UMass,overall,83.57,175.62
2026,Wyoming,overall,83.08,175.31
2026,Delaware,overall,83.47,174.31
2026,Marshall,overall,84.13,173.4
2026,Toledo,overall,83.76,170.66
2026,Kennesaw State,overall,83.45,170.35
2026,North Dakota State,overall,84.34,169.55
2026,Sam Houston,overall,83.56,169.13
2026,Florida Atlantic,overall,84.45,168.65
2026,Middle Tennessee,overall,83.61,168.6
2026,San Jose State,overall,84.19,167.82
2026,Hawaii,overall,83.54,167.54
2026,Louisiana-Monroe,overall,82.59,166.14
2026,Kent State,overall,82.92,164.98
2026,Missouri State,overall,83.2,158.99
2026,Washington State,overall,84.88,154.49
2026,Akron,overall,83.17,153.49
2026,Sacramento State,overall,83.03,151.73
2026,Idaho,overall,82.36,151.03
2026,UAB,overall,83.77,143.96
2026,Montana State,overall,78.97,142.34
2026,North Texas,overall,84.3,141.92
2026,Northern Arizona,overall,82.8,133.88
2026,New Mexico State,overall,83.8,128.89
2026,Cal Poly,overall,82.98,125.94
2026,UC Davis,overall,83.27,119.31
2026,Air Force,overall,83.5,116.49
2026,Navy,overall,83.81,110.55
2026,Harvard,overall,84.69,106.82
2026,Eastern Washington,overall,71.92,106.39
2026,West Georgia,overall,83.96,98.41
2026,Utah Tech,overall,83.19,98.13
2026,Illinois State,overall,72.25,97.52
2026,Stephen F. Austin,overall,84.52,95.76
2026,Portland State,overall,83.79,94.66
2026,McNeese,overall,84.81,87.55
2026,Weber State,overall,73.51,85.27
2026,Montana,overall,83.88,83.15
2026,Southern,overall,81.07,79.75
2026,South Dakota State,overall,84.73,74.71
2026,Murray State,overall,77.62,74.36
2026,Jackson State,overall,84.72,74.27
2026,Gardner-Webb,overall,71.16,68.17
2026,Villanova,overall,83.6,65.77
2026,North Dakota,overall,82.48,62.12
2026,Wofford,overall,85.2,61.96
2026,Rhode Island,overall,38.36,56.44
2026,Mercer,overall,82.42,53.63
2026,Howard,overall,71.68,53.45
2026,Pennsylvania,overall,83.5,53.11
2026,UT Martin,overall,86.3,53.1
2026,Columbia,overall,83.25,51.95
2026,Prairie View A&M,overall,82.5,51.94
2026,South Dakota,overall,82.91,51.62
2026,Albany,overall,83.13,51.51
2026,Idaho State,overall,82.58,51.17
2026,Western Carolina,overall,83.6,48.94
2026,Chattanooga,overall,84.63,46.2
2026,Central Arkansas,overall,85.15,45.98
2026,Towson,overall,85.09,44.84
2026,Abilene Christian,overall,84.27,44.65
2026,Lamar,overall,84.14,43.92
2026,Samford,overall,67.73,43.62
2026,Nicholls,overall,65.51,42.26
2026,Southeastern Louisiana,overall,83.34,41.06
2026,Army,overall,83.41,39.85
2026,Lehigh,overall,83.33,39.62
2026,Brown,overall,83.33,39.6
2026,Lafayette,overall,72.63,38.63
2026,Alabama State,overall,70.51,36.54
2026,Princeton,overall,82.0,35.7
2026,Furman,overall,83.85,32.39
2026,Eastern Kentucky,overall,83.76,32.02
2026,East Tennessee State,overall,84.1,31.34
2026,Northern Colorado,overall,59.97,31.24
2026,Savannah State,overall,85.5,30.91
2026,Colgate,overall,85.17,30.24
2026,Lindenwood,overall,85.0,29.92
2026,Austin Peay,overall,83.27,29.83
2026,Florida A&M,overall,41.5,25.93
2026,North Alabama,overall,83.17,25.56
2026,Alabama A&M,overall,85.7,24.02
2026,Cornell,overall,82.0,23.93
2026,Tarleton State,overall,84.66,23.75
2026,Northwestern State,overall,40.88,23.43
2026,Youngstown State,overall,85.43,19.0
2026,Texas Southern,overall,86.42,18.84
2026,North Carolina A&T,overall,44.0,18.0
2026,Bryant,overall,84.14,17.78
2026,Delaware State,overall,85.5,17.41
2026,Tennessee State,overall,83.39,15.8
2026,Richmond,overall,77.98,15.78
2026,Mississippi Valley State,overall,85.67,15.67
2026,Bethune-Cookman,overall,84.0,15.63
2026,Grand Valley State,overall,83.57,15.45
2026,William & Mary,overall,84.0,14.0
2026,Dartmouth,overall,84.0,14.0
2026,Hampton,overall,84.0,14.0
2026,Western Illinois,overall,74.12,14.0
2026,Fordham,overall,83.5,13.5
2026,Yale,overall,83.0,13.0
2026,Grambling State,overall,41.5,13.0
2026,Merrimack,overall,40.0,10.0
2026,San Diego,overall,80.0,10.0
2026,Presbyterian,overall,80.0,10.0
2026,Tennessee Tech,overall,76.96,6.88
2026,Holy Cross,overall,27.33,3.38
2026,North Carolina Central,overall,41.75,3.0
2026,Campbell,overall,69.17,2.61
2026,Robert Morris,overall,81.5,2.28
2026,Indiana State,overall,38.64,1.95
2026,Maine,overall,15.45,1.95
2026,Elon,overall,12.14,1.95
2026,Houston Christian,overall,14.17,1.95
2026,The Citadel,overall,28.33,1.95
2026,Incarnate Word,overall,72.86,1.95
2026,Wagner,overall,42.0,1.63
2026,Norfolk State,overall,33.2,1.43
2026,Morgan State,overall,27.67,1.43
2026,Stony Brook,overall,35.14,1.28
2026,New Hampshire,overall,48.0,1.03
2026,Mercyhurst,overall,20.0,1.03
2026,South Carolina State,overall,53.33,1.03
2026,LSU,transfer,88.08,80.03
2026,Ole Miss,transfer,88.14,57.48
2026,Texas,transfer,88.63,56.19
2026,Miami,transfer,89.5,47.02
2026,Ohio State,transfer,88.24,45.09
2026,Penn State,transfer,86.81,44.37
2026,Oklahoma State,transfer,85.94,44.24
2026,Indiana,transfer,87.88,43.15
2026,Notre Dame,transfer,92.29,43.14
2026,Texas Tech,transfer,87.25,42.66
2026,Kentucky,transfer,86.86,42.13
2026,Texas A&M,transfer,87.61,40.86
2026,Auburn,transfer,86.74,40.03
2026,California,transfer,86.93,38.67
2026,Arizona State,transfer,86.65,37.25
2026,Alabama,transfer,87.65,35.8
2026,Michigan,transfer,87.38,35.78
2026,Louisville,transfer,86.23,34.97
2026,Virginia Tech,transfer,86.52,34.46
2026,Oklahoma,transfer,87.19,33.9
2026,Tennessee,transfer,86.62,33.66
2026,South Carolina,transfer,86.52,33.35
2026,Colorado,transfer,86.43,32.69
2026,Missouri,transfer,86.18,31.88
